,dates,total,pack,carton,grcy,grcy_nt,misc_total,vape,tobacco,beer,cigar,lotto,p_o,scratch,scp_o,main,card
521,2021-12-04,6126.38,520.61,71.8,134.78,62.22,1307.45,1995.46,195.65,502.95,592.48,108.0,-7.0,130.0,-25.0,-5040.07,3950.58
522,2021-12-05,4233.46,387.45,0.0,103.24,71.05,812.57,1410.76,196.92,556.29,75.17,166.0,0.0,248.0,-150.0,-3684.84,2986.67
523,2021-12-06,5347.28,684.83,112.7,122.17,104.62,988.3,1483.56,261.21,595.69,406.2,92.0,-14.0,59.0,-18.0,-4991.5,3849.64
524,2021-12-07,4469.69,640.76,0.0,95.4,39.07,842.62,1294.75,166.88,371.03,431.0,159.0,-28.0,195.0,-123.0,-3411.22,2647.97
525,2021-12-08,4651.62,760.89,0.0,159.99,71.48,816.73,1329.12,273.99,547.6,143.76,125.0,-30.0,129.0,-82.0,-3849.39,3268.73
526,2021-12-09,4709.63,606.23,93.2,104.28,75.8,897.14,1308.84,345.98,508.37,248.44,58.0,-3.0,113.0,-60.0,-4075.4,3110.66
527,2021-12-10,6320.96,834.52,0.0,162.83,48.17,1364.27,1870.22,268.8,771.09,357.55,76.0,0.0,50.0,-69.0,-5752.21,4335.21
528,2021-12-11,4989.39,501.56,91.8,188.85,19.23,807.01,1188.54,304.51,756.82,435.89,107.0,0.0,202.0,-61.0,-4173.06,3363.09
529,2021-12-12,4760.0,514.27,0.0,65.1,42.51,1575.96,1252.74,181.51,511.28,110.49,170.0,-4.0,197.0,-280.0,-3564.5,2713.84
530,2021-12-13,6588.81,823.97,282.7,102.98,85.97,1780.21,1796.35,247.37,630.02,142.49,120.0,0.0,114.0,-124.0,-5593.2,4287.47
531,2021-12-14,5253.81,379.06,0.0,106.15,44.66,1211.4,1913.39,191.41,459.12,277.94,108.0,-5.0,262.0,-149.0,-3891.02,2984.74
532,2021-12-15,6243.45,770.04,91.0,108.73,81.34,934.15,2344.32,259.74,489.95,519.58,172.0,-51.0,25.0,-55.0,-5654.36,4457.59
533,2021-12-16,5839.49,695.42,93.2,111.81,41.75,942.98,1707.4,261.62,633.19,523.47,329.0,-6.0,122.0,-115.0,-5108.4,3896.98
534,2021-12-17,7485.02,630.95,788.2,148.41,89.8,1345.53,2187.98,306.33,640.31,555.35,150.0,0.0,93.0,-113.0,-7384.87,5713.8
535,2021-12-18,6337.36,613.14,0.0,128.74,65.78,1284.54,2031.28,257.14,587.15,455.53,112.0,-2.0,451.0,-184.0,-5799.33,4569.49
536,2021-12-19,5806.66,462.98,191.4,137.91,12.46,1134.9,1555.56,401.49,483.53,814.26,104.0,-60.0,48.0,0.0,-5392.57,4290.15
537,2021-12-20,6205.16,545.07,112.7,94.27,91.26,1246.62,1375.26,248.55,466.13,570.13,117.0,-11.0,223.0,-143.0,-5159.8,3912.86
538,2021-12-21,5662.36,516.56,91.8,185.77,70.26,1377.37,1763.97,229.07,547.09,249.2,72.0,0.0,151.0,-90.0,-5088.97,4103.23
539,2021-12-22,6792.81,792.18,112.7,103.22,36.1,1757.42,1821.64,319.93,708.14,189.63,211.0,-8.0,231.0,-70.0,-5040.86,3789.4
540,2021-12-23,9254.63,961.18,71.8,135.13,58.93,1907.4,2545.37,413.53,833.84,1110.32,190.0,-3.0,421.0,-192.0,-7685.03,5854.25
541,2021-12-24,8562.0,822.71,0.0,143.62,83.86,2115.0,1931.55,336.52,929.06,964.19,222.0,0.0,637.0,-366.0,-7243.19,5834.64
542,2021-12-25,3147.36,328.3,0.0,194.76,43.96,617.92,926.57,100.02,529.56,31.96,219.0,0.0,-122.0,0.0,-2408.42,1728.73
543,2021-12-26,3288.18,524.88,0.0,82.06,101.73,521.09,816.36,217.03,473.77,204.87,115.0,-17.0,30.0,-67.0,-2880.35,2150.27
544,2021-12-27,6270.95,568.33,93.2,148.57,81.84,1084.65,2488.09,331.62,542.59,231.95,119.0,0.0,170.0,-140.0,-5791.63,4446.19
545,2021-12-28,5292.99,767.99,0.0,74.34,58.87,931.52,1944.06,283.58,657.75,96.06,130.0,-17.0,95.0,-214.0,-4917.02,3886.37
546,2021-12-29,6913.67,816.98,0.0,87.95,92.72,1218.82,2265.66,386.21,630.07,452.01,273.0,0.0,172.0,-75.0,-6543.51,5010.63
547,2021-12-30,4719.39,557.67,112.7,82.21,46.68,671.29,1656.68,247.81,573.05,283.62,92.0,-22.0,72.0,-75.0,-3708.48,2899.07
548,2021-12-31,8121.78,817.56,0.0,125.04,90.98,2050.54,2075.43,464.86,1125.98,276.52,220.0,-16.0,220.0,-26.0,-6163.46,4754.02
549,2022-01-01,4702.36,473.35,0.0,170.04,16.5,636.49,1777.41,220.13,452.92,166.79,329.0,-2.0,105.0,-35.0,-3625.49,2797.01
550,2022-01-02,4230.2,704.79,253.8,63.96,57.78,449.85,1381.21,239.97,428.83,117.78,192.0,-11.0,20.0,-35.0,-3806.28,2833.16
551,2022-01-03,5916.62,762.89,91.0,104.89,53.19,767.95,2077.61,370.35,550.87,168.76,423.0,-19.0,80.0,-7.0,-4889.21,3777.42
552,2022-01-04,5832.81,583.7,112.7,119.75,79.5,824.98,2003.73,225.9,567.54,477.79,279.0,-14.0,119.0,-40.0,-4851.8,3895.08
553,2022-01-05,6446.46,642.86,0.0,187.05,69.25,1183.09,2328.64,264.95,631.13,205.36,474.0,-13.0,298.0,-371.0,-5237.96,4120.22
554,2022-01-06,4885.5,479.22,91.8,94.79,57.85,722.89,1925.99,262.72,422.9,185.59,211.0,-4.0,98.0,-84.0,-4005.99,3195.0
555,2022-01-07,6429.37,871.96,0.0,149.69,85.16,1223.89,1897.32,354.09,889.74,412.73,93.0,-13.0,44.0,-161.0,-5904.18,4539.96
556,2022-01-08,4640.03,568.99,0.0,111.31,7.57,957.08,1146.01,397.78,473.58,476.65,195.0,0.0,35.0,-144.0,-4351.61,3405.25
557,2022-01-09,4715.73,632.96,91.0,65.59,53.55,705.57,1607.38,186.68,370.7,306.45,193.5,-6.0,171.0,-60.0,-4179.23,3271.14
558,2022-01-10,5184.59,677.45,0.0,75.19,78.12,913.27,1574.95,206.95,793.38,130.76,158.0,-20.0,213.0,-56.0,-4449.49,3356.71
559,2022-01-11,5095.21,679.13,112.7,94.88,31.01,1036.54,1270.36,337.11,546.99,513.67,66.0,-6.0,55.0,-103.0,-4581.48,3411.86
560,2022-01-12,5476.69,751.68,95.9,106.07,68.51,816.97,2065.8,213.69,631.37,130.18,85.0,0.0,149.0,-120.0,-5112.45,3926.89
561,2022-01-13,5407.24,795.34,0.0,75.62,48.14,1310.92,1471.56,250.47,698.6,212.25,72.0,-9.0,46.0,-49.0,-4116.95,3182.32
562,2022-01-14,6367.55,743.94,182.0,103.68,56.92,1171.37,1893.97,420.91,611.31,391.31,147.0,-4.0,310.0,-215.0,-5168.9,4099.74
563,2022-01-15,4925.07,633.11,0.0,124.76,42.66,938.01,1297.76,251.76,623.54,513.34,74.0,-2.0,102.0,-114.0,-4601.41,3565.95
564,2022-01-16,4829.96,404.57,0.0,97.31,63.5,1241.36,1453.35,128.88,569.41,324.07,49.0,-5.0,307.0,-195.0,-3927.37,2923.07
565,2022-01-17,5450.33,568.35,112.7,151.51,100.7,797.9,1753.7,317.08,652.92,402.44,133.0,-2.0,177.0,-192.0,-4920.31,3434.62
566,2022-01-18,5078.46,527.14,78.7,86.32,36.46,980.03,1593.28,298.47,685.89,148.26,134.0,-14.0,209.0,-125.0,-4654.42,3474.64
567,2022-01-19,4767.27,689.32,0.0,127.66,54.0,734.67,1510.61,269.66,498.06,319.06,147.0,-10.0,31.0,-20.0,-4056.68,3140.85
568,2022-01-20,7415.44,628.24,277.9,106.99,59.13,1800.35,2378.51,277.42,843.16,281.1,68.0,-2.0,87.0,-52.0,-6932.76,5241.41
569,2022-01-21,6717.13,759.82,112.7,137.99,91.26,1085.26,2172.96,314.19,686.9,522.02,235.0,-10.0,177.0,-149.0,-5752.71,4412.4
570,2022-01-22,4729.05,603.17,0.0,89.63,13.54,742.12,1528.72,241.81,622.78,364.46,111.0,0.0,156.0,-165.0,-4003.91,3170.87
571,2022-01-23,4124.83,519.81,0.0,72.8,42.21,829.71,1192.88,206.0,471.7,255.85,108.0,-12.0,145.0,-63.0,-3529.2,2674.94
572,2022-01-24,6257.54,564.71,0.0,135.06,113.17,1317.47,2053.07,331.87,692.71,397.78,97.0,-20.0,97.0,-77.0,-4937.34,3737.83
573,2022-01-25,5887.49,662.63,91.8,94.0,90.14,954.76,1870.82,409.19,861.37,184.71,87.0,0.0,110.0,-45.0,-5405.42,4085.84
574,2022-01-26,5126.01,485.21,97.7,105.01,75.77,770.83,1862.42,244.07,500.1,303.76,134.0,0.0,88.0,-24.0,-4883.94,3657.59
575,2022-01-27,5653.79,809.15,184.5,140.21,82.37,837.48,1855.41,223.84,668.92,218.45,95.0,-4.0,146.0,-100.0,-5516.72,4216.79
576,2022-01-28,5756.77,699.4,283.6,138.98,67.46,967.7,1552.4,325.87,668.41,493.49,157.0,-101.0,118.0,-130.0,-5327.67,3998.79
577,2022-01-29,5298.44,641.67,0.0,197.64,28.89,754.0,1532.26,260.85,789.96,456.25,85.0,-9.0,96.0,-10.0,-4661.5,3696.17
578,2022-01-30,5413.06,448.5,0.0,135.62,1.74,858.13,2185.2,256.47,388.29,480.9,147.0,0.0,75.0,-41.0,-4791.69,4059.89
579,2022-01-31,5167.05,623.52,91.8,178.94,24.53,918.18,1640.76,229.51,639.28,210.62,129.0,0.0,271.0,-250.0,-4351.74,3367.74
580,2022-02-01,5472.66,812.63,0.0,103.56,76.77,591.2,2199.68,241.45,519.14,125.0,199.0,0.0,251.0,-107.0,-4787.66,3801.93
581,2022-02-02,5689.46,445.12,197.2,83.56,63.85,1051.82,1960.4,239.27,537.69,347.07,179.0,-3.0,241.0,-141.0,-5056.94,3958.87
582,2022-02-03,6107.07,675.9,90.9,133.18,84.47,848.04,1870.1,183.27,737.2,733.94,141.0,-3.0,125.0,-43.0,-5227.78,3976.45
583,2022-02-04,7498.56,791.47,91.8,107.79,63.33,1684.31,2139.52,339.15,899.49,535.25,168.0,-7.0,25.0,-2.0,-6654.5,5145.75
584,2022-02-05,5890.35,512.12,99.9,219.7,37.21,858.97,2061.95,297.7,693.92,374.54,87.0,-2.0,202.0,-94.0,-5347.15,4296.73
585,2022-02-06,5168.28,586.36,0.0,157.42,24.02,1140.67,1345.4,334.81,673.85,262.32,162.0,-19.0,74.0,-25.0,-4426.04,3844.27
586,2022-02-07,5083.01,621.94,0.0,169.41,5.37,832.61,1537.34,421.09,623.02,207.59,151.0,-4.0,85.0,-10.0,-5083.01,3375.2
587,2022-02-08,5628.37,553.3,0.0,151.34,28.47,1088.18,1785.46,285.68,656.22,232.04,146.0,-17.0,252.0,-10.0,-4487.21,3546.96
588,2022-02-09,5171.61,486.48,0.0,169.85,19.98,831.14,1742.39,265.02,718.18,278.9,213.0,-11.0,45.0,-38.0,-4412.55,3639.58
589,2022-02-10,6120.88,664.17,165.0,98.25,101.87,1097.89,1872.61,232.59,725.16,283.09,215.0,0.0,315.0,-165.0,-5147.47,3902.87
590,2022-02-11,7379.57,735.46,212.6,167.33,66.53,1295.86,2149.23,272.94,861.57,624.64,155.0,0.0,522.0,-316.0,-5979.4,4653.34
591,2022-02-12,6654.45,692.85,91.8,95.65,80.96,1246.49,1459.0,267.05,811.29,1122.18,139.5,-16.0,98.0,-30.0,-6219.63,4754.64
592,2022-02-13,4754.32,456.78,91.8,172.0,57.75,811.71,1230.12,294.48,687.88,286.55,44.0,-15.0,295.0,-64.0,-4292.9,3323.3
593,2022-02-14,5204.79,500.65,0.0,91.42,36.94,847.53,1759.4,412.97,637.81,251.14,114.0,-13.0,168.0,-55.0,-4384.03,3390.3
594,2022-02-15,5281.47,558.77,78.7,67.24,35.43,830.59,1669.55,445.64,573.02,259.53,171.0,0.0,170.0,-28.0,-4446.46,3410.36
595,2022-02-16,6518.36,652.67,112.7,81.65,46.47,1454.11,1911.76,312.83,710.23,250.08,97.0,0.0,767.0,-430.0,-5299.39,3989.81
596,2022-02-17,5581.48,583.7,93.2,105.27,32.54,863.92,1898.48,335.56,712.1,392.99,50.0,0.0,15.0,-3.0,-5307.56,4086.06
597,2022-02-18,6196.52,598.54,191.7,113.44,62.01,1119.39,2210.7,350.83,623.94,258.74,131.0,0.0,88.0,-100.0,-5596.51,4295.96
598,2022-02-19,6508.06,553.27,0.0,147.51,40.31,1191.2,2108.45,271.33,671.82,734.31,110.0,-2.0,143.0,-31.0,-5980.22,4574.31
599,2022-02-20,4819.85,510.24,0.0,84.87,66.3,1102.07,1409.25,263.91,529.5,267.22,69.0,-11.0,205.0,-95.0,-4407.65,3377.48
600,2022-02-21,4594.81,527.04,0.0,117.79,58.59,600.91,1762.37,220.2,579.5,33.76,80.0,0.0,467.0,-238.0,-3872.7,2963.35
601,2022-02-22,6631.85,648.78,207.7,136.85,77.1,1334.84,2446.54,322.05,661.63,123.22,113.0,-67.0,98.0,-65.0,-5292.53,4021.67
602,2022-02-23,5534.43,613.79,163.6,117.82,83.18,939.09,1890.08,251.13,492.03,314.22,111.0,0.0,122.0,-43.0,-5344.31,4015.13
603,2022-02-24,5789.01,617.24,99.9,110.05,87.55,1101.6,1902.34,335.26,631.46,175.61,84.0,0.0,170.0,-25.0,-4532.14,3533.98
604,2022-02-25,6950.64,665.63,0.0,186.53,61.51,1725.92,2283.07,220.97,824.43,330.96,135.0,-36.0,52.0,-124.0,-6923.52,5111.47
605,2022-02-26,5460.55,496.89,0.0,148.57,105.37,883.81,1885.76,284.01,722.39,327.69,110.0,0.0,30.0,-10.0,-5330.52,4074.16
606,2022-02-27,4816.31,437.81,0.0,91.84,64.93,1175.08,1503.29,200.97,525.96,303.08,74.0,0.0,37.0,-24.0,-4729.29,3622.51
607,2022-02-28,5960.17,692.52,478.5,120.16,40.61,1512.92,1379.02,280.7,409.95,252.52,203.0,0.0,330.0,-257.0,-4779.61,3645.43
608,2022-03-01,5125.29,776.64,181.8,120.74,74.93,1439.77,2319.61,254.56,612.5,157.03,139.0,-39.0,170.0,-90.0,-5698.88,4419.47
609,2022-03-02,5677.89,290.17,0.0,160.89,6.47,829.89,1938.71,208.12,486.7,157.11,129.0,-15.0,126.0,-90.0,-3826.12,3620.91
610,2022-03-03,6231.44,707.0,176.3,114.2,78.51,1060.48,1842.15,271.83,709.66,593.11,259.0,-73.0,132.0,-77.0,-6106.5,4698.49
611,2022-03-04,5508.01,950.82,401.7,147.51,96.49,1116.72,2035.51,377.67,808.25,764.36,138.0,-8.0,105.0,-25.0,-7360.85,5433.74
612,2022-03-05,6028.19,530.72,92.7,201.45,19.3,831.91,1474.51,188.1,647.47,435.09,155.0,-49.0,75.0,-35.0,-4037.48,3137.28
613,2022-03-06,6920.84,582.64,171.4,103.13,77.32,1126.62,1396.4,204.43,422.8,296.4,234.0,-52.0,347.0,-327.0,-4385.44,3367.31
614,2022-03-07,6347.85,642.09,94.1,149.11,63.35,843.69,2018.35,197.89,690.02,141.24,144.0,-2.0,138.0,-57.0,-4988.74,3797.49
615,2022-03-08,4441.15,755.97,162.7,108.26,70.46,1038.03,2118.75,242.96,601.03,220.49,170.0,-4.0,138.0,-83.0,-4749.53,3599.63
616,2022-03-09,5612.16,703.79,99.9,123.59,76.03,1029.53,1847.5,342.32,579.23,254.82,147.0,-3.0,91.0,-51.0,-5347.07,4083.28
617,2022-03-10,6298.32,661.81,0.0,209.49,88.22,1677.14,2089.0,347.57,769.24,260.11,111.0,-21.0,48.0,-45.0,-5606.03,4389.53
618,2022-03-11,6310.08,716.71,115.9,124.45,36.97,979.09,2195.15,305.61,737.53,416.07,144.0,-14.0,222.0,-212.0,-6020.2,4600.04
619,2022-03-12,6039.31,573.57,0.0,148.26,82.03,1348.73,2018.06,470.28,712.28,421.3,236.0,-21.0,12.0,-20.0,-5663.35,4340.67
620,2022-03-13,7130.7,514.58,99.9,66.75,72.48,1172.45,1681.82,227.15,471.13,277.96,78.0,-24.0,35.0,-45.0,-4377.16,3330.1
621,2022-03-14,5749.31,606.56,0.0,108.15,73.67,1184.69,1425.08,357.84,507.36,589.1,269.0,-55.0,204.0,-72.0,-5198.9,3946.46
622,2022-03-15,4753.63,757.68,183.8,108.28,71.34,1331.45,1809.63,232.33,655.86,395.86,131.0,-35.0,181.0,-141.0,-5810.57,4484.5
623,2022-03-16,6836.39,576.91,231.78,92.18,78.48,1065.19,1705.31,198.41,519.79,419.35,115.0,-6.0,208.0,-178.0,-5156.26,3911.68
624,2022-03-17,5107.58,586.83,90.9,153.13,82.52,913.11,2087.06,300.41,622.9,152.94,233.0,-45.0,841.0,-485.0,-5025.59,3862.69
625,2022-03-18,6174.24,664.15,91.4,123.35,110.66,967.89,2151.02,286.81,861.08,657.75,268.0,-12.0,530.0,-373.0,-6495.69,4809.28
626,2022-03-19,6706.42,712.01,0.0,168.76,96.44,1008.35,1956.2,263.83,846.59,491.5,231.0,-3.0,70.0,-60.0,-5779.83,4364.57
627,2022-03-20,4636.19,397.93,164.5,90.42,47.6,815.28,1222.59,183.79,407.07,381.17,148.0,-6.0,355.0,-134.0,-3631.71,2764.69
628,2022-03-21,6347.64,557.1,0.0,104.64,81.09,1286.63,1631.03,231.1,463.51,488.02,219.0,-3.0,145.0,-70.0,-4679.54,3608.59
629,2022-03-22,7571.0,532.64,139.06,92.81,76.19,1464.66,2036.29,300.01,668.52,167.4,263.0,-30.0,358.0,-315.0,-5174.61,3869.52
630,2022-03-23,5008.63,551.17,179.8,115.39,41.58,1226.07,1884.83,341.37,632.92,508.94,212.0,-27.0,161.0,-63.0,-6027.03,4637.63
631,2022-03-24,5014.53,614.96,0.0,102.05,124.19,1632.92,1526.16,324.88,731.42,275.03,183.0,-17.0,80.0,-60.0,-5633.29,4081.49
632,2022-03-25,5542.68,786.06,92.7,233.15,143.96,1313.64,2182.99,265.87,667.39,451.3,131.0,-40.0,493.0,-191.0,-6075.23,4596.33
633,2022-03-26,6110.46,551.84,0.0,107.52,65.39,893.88,1871.82,315.63,762.09,541.32,220.0,-44.0,58.0,-100.0,-5242.8,3973.54
634,2022-03-27,5741.28,536.85,99.9,145.75,69.41,861.3,1377.57,243.3,489.16,250.02,128.0,-18.0,260.0,-95.0,-4184.61,3121.94
635,2022-03-28,6799.07,783.72,115.9,205.78,49.97,1425.09,2254.78,280.45,565.81,476.77,92.0,0.0,145.0,-170.0,-6156.33,4701.22
636,2022-03-29,6329.52,643.38,0.0,160.05,35.02,655.07,1882.68,179.4,665.43,410.7,119.0,-12.0,227.0,-319.0,-4377.49,3566.59
637,2022-03-30,6552.57,540.3,365.4,91.66,59.98,1274.63,1818.3,203.35,559.72,496.56,128.0,0.0,140.0,-40.0,-5518.01,4243.48
638,2022-03-31,7420.0,718.09,0.0,124.44,83.12,2244.96,2123.33,222.58,632.7,505.76,195.0,-12.0,59.0,-15.0,-6297.77,4974.02
639,2022-04-01,7051.24,845.28,162.7,132.86,80.2,1273.93,2191.9,179.19,736.56,524.66,134.0,-2.0,210.0,-25.0,-6136.55,4801.28
640,2022-04-02,8154.62,834.28,99.99,213.46,80.17,2180.38,2269.03,362.82,761.57,480.94,225.0,-4.0,107.0,-175.0,-7798.25,6071.67
641,2022-04-03,5228.37,451.66,0.0,86.25,60.8,588.22,1951.14,285.37,610.43,682.37,68.0,-26.0,30.0,-28.0,-5184.37,3896.99
642,2022-04-04,6195.42,503.72,139.08,137.63,64.68,1163.13,1778.16,282.14,646.65,639.28,129.0,-2.0,300.0,-117.0,-5801.52,4527.38
643,2022-04-05,6059.2,665.1,357.6,106.1,54.54,799.44,2316.58,183.3,686.95,285.26,85.0,-7.0,147.0,-162.0,-5996.07,4555.42
644,2022-04-06,6443.79,541.35,275.5,166.48,123.88,976.57,1950.35,246.08,754.79,641.06,150.0,-6.0,227.0,-160.0,-5938.93,4352.64
645,2022-04-07,6420.21,652.6,93.2,100.9,72.65,1469.69,2007.95,194.68,605.35,471.27,97.0,-9.0,128.0,-25.0,-5635.12,4245.29
646,2022-04-08,6318.58,649.17,238.89,141.93,87.81,965.71,1926.15,244.99,660.59,681.54,154.0,-6.0,115.0,-113.0,-5901.87,4513.43
647,2022-04-09,6727.24,616.22,185.4,132.78,71.19,1199.21,2044.58,297.55,741.47,700.05,144.0,-24.0,120.0,-95.0,-6267.82,4894.31
648,2022-04-10,5364.51,593.13,0.0,96.16,52.91,1627.86,1448.52,282.19,507.29,167.2,63.0,0.0,106.0,-53.0,-4097.86,3184.52
649,2022-04-11,5150.15,702.07,114.31,114.31,42.41,740.73,1632.5,315.47,605.73,270.66,111.0,-7.0,73.0,-20.0,-4612.85,3540.16
650,2022-04-12,5806.84,653.16,345.6,86.93,52.29,936.8,1859.7,270.59,561.72,372.87,124.0,-8.0,40.0,0.0,-4921.47,3783.85
651,2022-04-13,5634.17,527.29,89.99,129.27,48.88,785.65,2061.53,201.27,600.43,449.91,187.0,-2.0,144.0,-75.0,-4826.19,3883.72
652,2022-04-14,6304.71,712.53,284.5,254.7,33.05,786.51,2054.0,375.05,680.44,401.12,100.0,-3.0,68.0,0.0,-5508.7,4295.68
653,2022-04-15,6818.86,556.53,193.1,150.01,16.01,1172.18,2233.65,346.18,945.91,461.09,76.0,-12.0,65.0,0.0,-5791.6,4468.16
654,2022-04-16,5858.94,625.41,0.0,178.41,12.45,1145.15,1888.54,231.87,654.82,405.05,104.0,-7.0,118.0,-13.0,-5364.21,4315.81
655,2022-04-17,5770.64,587.76,89.9,192.51,8.67,1229.28,1810.17,365.46,556.15,320.4,104.0,0.0,0.0,-10.0,-5143.2,4035.69
656,2022-04-18,5450.64,763.13,0.0,122.26,25.08,984.11,1720.29,199.11,510.05,467.6,167.0,-14.0,62.0,-34.0,-4832.67,3938.85
657,2022-04-19,6434.03,715.2,92.7,196.1,29.77,1629.36,1792.46,324.13,728.57,172.7,176.0,-5.0,20.0,-5.0,-5147.56,3983.65
658,2022-04-20,6059.89,641.24,0.0,236.27,14.33,1782.71,1555.36,238.93,505.72,510.71,211.0,-14.0,280.0,-121.0,-4823.55,3673.18
659,2022-04-21,5873.78,680.86,206.8,151.4,24.05,1424.14,1543.16,150.0,622.99,527.12,170.0,-9.0,117.0,-55.0,-4825.3,4369.46
660,2022-04-22,6460.06,724.29,105.4,248.57,32.21,1217.64,1633.13,328.23,643.62,769.37,184.0,0.0,80.0,-75.0,-5788.96,4662.83
661,2022-04-23,5915.53,599.15,185.4,141.53,8.65,1213.4,1744.91,213.71,504.04,387.26,167.0,0.0,260.0,-10.0,-4771.86,3909.94
662,2022-04-24,5418.09,634.85,99.9,139.37,60.46,979.9,1252.17,316.13,649.95,574.51,199.0,-24.0,77.0,-12.0,-4952.99,3780.64
663,2022-04-25,5070.69,597.02,0.0,135.35,64.04,889.62,1651.74,319.63,617.6,169.87,75.0,-4.0,132.0,-18.0,-4885.63,3750.0
664,2022-04-26,6920.73,703.07,0.0,162.05,77.8,1057.72,2590.21,424.14,417.87,351.52,381.0,-56.0,302.0,-62.0,-5942.25,4490.4
665,2022-04-27,6454.64,565.85,0.0,142.02,42.0,1150.1,2246.77,291.11,685.07,370.05,336.0,-3.0,95.0,-10.0,-5402.1,4077.11
666,2022-04-28,8584.22,971.26,67.8,128.67,117.31,1935.89,2363.62,314.04,742.14,1008.59,112.0,0.0,110.0,-45.0,-7455.71,5746.05
667,2022-04-29,7678.91,581.52,139.08,175.6,84.36,1363.16,2552.36,306.83,748.7,844.53,131.0,-31.0,125.0,-5.0,-7458.62,5858.34
668,2022-04-30,5639.98,736.51,99.9,137.16,89.42,849.31,1367.4,263.58,547.38,885.7,117.0,-4.0,125.0,-65.0,-5253.45,4073.71
669,2022-05-01,5729.79,509.83,0.0,78.42,63.98,1381.52,1979.63,275.82,511.0,273.0,66.0,-40.0,239.0,-111.0,-5575.77,4395.14
670,2022-05-02,5991.04,721.15,0.0,122.31,83.58,1037.72,1999.13,298.19,635.07,436.29,112.0,-2.0,129.0,-110.0,-4926.88,3732.41
671,2022-05-03,5650.02,747.0,92.7,72.77,88.87,1044.38,1695.96,277.04,586.05,298.74,213.0,-4.0,73.0,-24.0,-4550.07,3446.85
672,2022-05-04,5636.52,848.53,0.0,103.07,36.6,787.99,1868.43,193.79,740.02,484.97,100.0,-38.0,157.0,-150.0,-4952.85,3763.22
673,2022-05-05,6134.24,693.13,0.0,146.63,72.05,1361.21,1845.24,227.17,678.13,458.58,71.0,-40.0,257.0,-178.0,-5715.52,4387.78
674,2022-05-06,6549.1,576.22,523.98,164.81,61.03,1294.82,1797.77,336.33,540.62,462.99,199.0,-15.0,40.0,-5.0,-5574.67,4519.85
675,2022-05-07,7016.08,743.63,0.0,169.79,112.45,1372.52,2362.62,269.58,761.8,412.27,113.0,-24.0,280.0,-175.0,-5454.24,3951.07
676,2022-05-08,4959.3,577.97,185.3,129.18,54.44,610.77,1736.61,248.46,561.6,200.76,74.0,-30.0,217.0,-35.0,-4195.99,2923.64
677,2022-05-09,5691.97,688.99,107.7,193.09,23.31,915.6,1786.46,401.04,676.94,246.85,116.0,0.0,75.0,-44.0,-4404.82,3418.39
678,2022-05-10,5937.81,524.44,94.1,119.32,70.89,1008.63,2241.21,262.79,468.28,494.84,95.0,-9.0,125.0,-100.0,-5116.53,3835.99
679,2022-05-11,6677.38,847.91,141.84,154.15,71.6,1449.0,1838.41,260.05,716.1,463.54,209.0,-42.0,132.0,-155.0,-5956.33,4732.27
680,2022-05-12,6695.15,737.72,68.7,141.68,79.94,1258.25,2507.42,212.55,711.11,275.28,49.0,0.0,60.0,0.0,-5265.6,4188.64
681,2022-05-13,7904.24,833.19,197.2,138.73,79.0,1226.47,2296.47,366.86,980.58,944.18,89.0,-20.0,92.0,-34.0,-6623.36,5232.93
682,2022-05-14,7405.19,731.88,0.0,146.26,115.03,1380.93,1851.58,401.62,756.82,1153.91,131.0,-5.0,136.0,-40.0,-6268.43,4999.85
683,2022-05-15,4791.93,475.36,280.5,148.64,138.21,1006.46,1138.1,372.31,629.18,139.89,38.0,0.0,129.0,-58.0,-4044.67,3057.25
684,2022-05-16,5227.22,723.6,116.09,134.52,68.14,1031.87,1437.38,339.03,562.45,260.61,134.0,-5.0,94.0,-16.0,4025.83,3175.0
