매출 보고,(Revenue Report),이번 달로 가기,총매출,팩,카튼,그로서리,잡화,토바코,맥주,메인포스,카드,잡화 비율,카드/총매출,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 토바코,평균 맥주,누락,주별 총 누락,,매출,담배 갑 ,담배보루,그로서리,잡화,토바코,맥주
,,10/24/2018 Wed,"$3,038.75",$677.05,$137.60,$19.09,"$1,579.40",$234.47,$114.44,"-$2,327.62","$1,817.90",57.17%,59.82%,,,,,,,,,,$711.13,,,,,,,,,
,,10/25/2018 Thu,"$2,695.62",$802.04,$81.90,$30.49,"$1,127.53",$239.29,$169.05,"-$1,950.71","$1,597.29",46.01%,59.26%,,,,,,,,,,$744.91,,,,,,,,,
,,10/26/2018 Fri,"$4,105.25",$865.51,$268.70,$39.20,"$2,085.62",$342.78,$129.88,"-$3,445.00","$2,634.63",55.88%,64.18%,,,,,,,,,,$660.25,,,,,,,,,
,,10/27/2018 Sat,"$4,215.88","$1,101.24",$245.60,$40.40,"$1,988.41",$306.24,$150.41,"-$2,816.71","$2,257.54",51.88%,53.55%,,,,,,,,,,"$1,399.17",,,,,,,,,
,,10/28/2018 Sun,"$3,506.95",$797.82,$449.30,$26.82,"$1,597.46",$201.38,$115.10,"-$2,627.77","$2,044.79",50.11%,58.31%,,,,,,,,,,$879.18,,,,,,,,,
,,10/29/2018 Mon,"$3,183.50",$957.45,$133.80,$20.14,"$1,487.56",$178.10,$116.75,"-$2,105.14","$1,598.22",51.40%,50.20%,,Week 85,"$3,554.01",$901.33,$266.90,$31.79,"$1,604.57",$293.33,$133.26,"$1,078.36","$8,257.06",,,,,,,,
,,10/30/2018 Tue,"$2,917.61",$864.24,$375.50,$37.19,"$1,067.44",$214.33,$93.44,"-$2,089.79","$1,632.62",40.24%,55.96%,,,,,,,,,,$827.82,,,,,,,,,
,,10/31/2018 Wed,"$2,965.99",$706.97,$216.70,$16.36,"$1,377.85",$253.35,$128.74,"-$1,688.85","$1,166.67",51.10%,39.33%,,,,,,,,,,"$1,277.14",,,,,,,,,
2018년 11월,매출 보고,11/1/2018 Thu,"$3,872.10",$972.26,$159.80,$25.78,"$1,815.21",$409.65,$137.06,"-$2,673.85","$2,030.51",51.57%,52.44%,,,,,,,,,,"$1,198.25",,,,,,,,,
,,11/2/2018 Fri,"$4,818.72","$1,164.90",$402.50,$40.62,"$2,190.83",$369.89,$211.56,"-$3,299.07","$2,547.91",50.01%,52.88%,,,,,,,,,,"$1,519.65",,,,,,,,,
실제 수익,"$112,467.82",11/3/2018 Sat,"$4,138.03",$949.08,$416.40,$41.48,"$1,874.79",$346.92,$132.87,"-$2,706.87","$2,007.01",49.84%,48.50%,,,,,,,,,,"$1,431.16",,,,,,,,,
보고 수익,"$78,728.18",11/4/2018 Sun,"$2,982.14",$694.40,$163.60,$40.97,"$1,418.34",$281.04,$112.41,"-$2,057.46","$1,383.11",52.32%,46.38%,,,,,,,,,,$924.68,,,,,,,,,
카드 수익,"$60,400.81",11/5/2018 Mon,"$3,347.67",$830.94,$285.60,$8.15,"$1,526.99",$267.09,$104.28,"-$2,430.57","$1,848.47",50.17%,55.22%,,Week 86,"$3,565.65",$835.23,$216.13,$33.13,"$1,739.65",$281.41,$134.81,$917.10,"$7,579.93",,,,,,,,
,"$18,327.37",11/6/2018 Tue,"$3,915.70",$987.80,$252.70,$21.51,"$1,895.66",$293.84,$112.88,"-$2,540.44","$1,901.36",53.25%,48.56%,,,,,,,,,,"$1,375.26",,,,,,,,,
담배 수익,"$33,286.87",11/7/2018 Wed,"$3,345.49",$747.34,$260.70,$97.94,"$1,470.80",$314.78,$158.51,"-$2,469.51","$1,858.34",48.36%,55.55%,,,,,,,,,,$875.98,,,,,,,,,
그로서리 수익,$923.27,11/8/2018 Thu,"$3,918.52",$874.96,$157.80,$39.24,"$2,024.96",$355.36,$109.64,"-$2,593.26","$1,991.71",56.84%,50.83%,,,,,,,,,,"$1,325.26",,,,,,,,,
잡화 수익,"$55,057.01",11/9/2018 Fri,"$3,702.54",$865.84,$73.90,$19.89,"$1,992.73",$265.22,$148.07,"-$2,668.43","$2,111.79",59.20%,57.04%,,,,,,,,,,"$1,034.11",,,,,,,,,
토바코 수익,"$8,975.07",11/10/2018 Sat,"$4,143.10",$974.61,$409.30,$29.16,"$1,899.11",$277.08,$176.88,"-$2,987.95","$2,429.63",50.42%,58.64%,,,,,,,,,,"$1,155.15",,,,,,,,,
맥주 수익,"$4,033.74",11/11/2018 Sun,"$2,586.56",$565.11,$72.90,$16.01,"$1,367.27",$196.47,$133.39,"-$1,689.49","$1,260.12",58.15%,48.72%,,,,,,,,,,$897.07,,,,,,,,,
,,11/12/2018 Mon,"$2,668.44",$751.14,$59.90,$16.93,"$1,265.48",$229.00,$108.15,"-$1,484.67","$1,166.61",52.17%,43.72%,,Week 87,"$3,672.10",$898.10,$222.46,$28.18,"$1,817.87",$253.93,$117.78,"$1,183.77","$8,341.34",,,,,,,,
,,11/13/2018 Tue,"$3,245.26",$973.55,$73.90,$13.61,"$1,582.74",$225.04,$92.27,"-$2,145.39","$1,654.37",53.65%,50.98%,,,,,,,,,,"$1,099.87",,,,,,,,,
,,11/14/2018 Wed,"$3,545.38",$788.43,$160.70,$37.62,"$1,931.92",$167.00,$137.17,"-$2,704.63","$2,110.81",59.94%,59.54%,,,,,,,,,,$840.75,,,,,,,,,
,,11/15/2018 Thu,"$3,674.76",$890.98,$140.80,$28.46,"$1,900.33",$275.80,$94.04,"-$2,656.48","$1,982.05",56.88%,53.94%,,,,,,,,,,"$1,018.28",,,,,,,,,
,,11/16/2018 Fri,"$4,359.22","$1,033.54",$450.30,$16.35,"$1,986.68",$344.68,$131.06,"-$2,984.09","$2,324.18",50.13%,53.32%,,,,,,,,,,"$1,375.13",,,,,,,,,
,,11/17/2018 Sat,"$4,883.54",$939.82,$160.70,$60.68,"$2,802.63",$290.60,$180.88,"-$3,044.00","$2,412.68",63.13%,49.40%,,,,,,,,,,"$1,839.54",,,,,,,,,
,,11/18/2018 Sun,"$3,328.10",$909.25,$510.90,$23.60,"$1,255.30",$245.37,$80.87,"-$2,344.10","$1,808.77",41.49%,54.35%,,,,,,,,,,$984.00,,,,,,,,,
,,11/19/2018 Mon,"$3,286.73",$841.50,$246.60,$31.06,"$1,554.28",$178.76,$135.52,"-$2,279.24","$1,734.60",52.02%,52.78%,,Week 88,"$3,420.99",$754.39,$215.53,$25.26,"$1,695.18",$285.33,$134.04,"$1,007.49","$5,757.81",,,,,,,,
,,11/20/2018 Tue,"$3,576.15",$643.52,$141.70,$18.67,"$2,179.88",$202.32,$64.68,"-$2,714.64","$2,058.94",67.05%,57.57%,,,,,,,,,,$861.51,,,,,,,,,
,,11/21/2018 Wed,"$4,839.68","$1,178.02",$403.50,$37.76,"$2,168.47",$427.16,$184.43,"-$3,459.15","$2,604.10",49.29%,53.81%,,,,,,,,,,"$1,380.53",,,,,,,,,
,,11/22/2018 Thu,"$1,913.23",$281.08,$0.00,$15.44,"$1,135.21",$208.64,$98.75,"-$1,450.27","$1,099.54",65.27%,57.47%,,,,,,,,,,$462.96,,,,,,,,,
,,11/23/2018 Fri,"$4,488.71",$937.44,$236.60,$29.19,"$2,288.45",$381.98,$206.66,"-$3,608.58","$2,772.55",56.08%,61.77%,,,,,,,,,,$880.13,,,,,,,,,
,,11/24/2018 Sat,"$3,144.71",$737.38,$304.50,$19.74,"$1,356.40",$300.55,$139.99,"-$2,492.73","$1,901.17",47.45%,60.46%,,,,,,,,,,$651.98,,,,,,,,,
,,11/25/2018 Sun,"$2,697.71",$661.80,$175.80,$24.94,"$1,183.54",$297.92,$108.23,"-$2,184.50","$1,664.73",48.26%,61.71%,,,,,,,,,,$513.21,,,,,,,,,
,,11/26/2018 Mon,"$2,986.72",$903.76,$199.70,$15.72,"$1,216.94",$254.34,$124.46,"-$1,919.08","$1,466.16",44.82%,49.09%,,Week 89,"$3,652.08",$795.21,$279.98,$27.63,"$1,790.93",$313.41,$119.21,"$1,067.64","$7,747.38",,,,,,,,
,,11/27/2018 Tue,"$3,618.41",$786.70,$230.70,$33.14,"$1,818.06",$311.14,$109.42,"-$2,246.81","$1,622.51",55.27%,44.84%,,,,,,,,,,"$1,371.60",,,,,,,,,
,,11/28/2018 Wed,"$3,269.46",$799.30,$380.30,$16.40,"$1,492.63",$183.94,$99.42,"-$2,386.14","$1,854.09",50.22%,56.71%,,,,,,,,,,$883.32,,,,,,,,,
,,11/29/2018 Thu,"$3,347.87",$614.79,$376.30,$27.31,"$1,665.63",$230.48,$128.73,"-$2,206.16","$1,813.43",54.73%,54.17%,,,,,,,,,,"$1,141.71",,,,,,,,,
,,11/30/2018 Fri,"$4,597.46",$986.75,$53.45,$53.45,"$2,513.14",$447.04,$178.76,"-$3,370.76","$2,629.78",60.13%,57.20%,,,,,,,,,,"$1,226.70",,,,,,,,,
2018년 12월,매출 보고,12/1/2018 Sat,"$4,225.71",$724.43,$314.90,$22.45,"$2,282.61",$395.97,$92.70,"-$2,929.86","$2,349.78",59.42%,55.61%,,,,,,,,,,"$1,295.85",,,,,,,,,
,,12/2/2018 Sun,"$3,518.91",$750.76,$404.49,$24.96,"$1,547.53",$370.99,$100.98,"-$2,758.35","$2,100.46",48.38%,59.69%,,,,,,,,,,$760.56,,,,,,,,,
실제 수입,"$113,585.33",12/3/2018 Mon,"$4,121.54",$979.71,$185.70,$17.36,"$2,130.55",$328.62,$103.90,"-$2,540.94","$1,891.30",56.86%,45.89%,,Week 90,"$3,434.25",$793.27,$240.86,$22.11,"$1,664.65",$283.86,$118.20,"$1,580.60","$8,182.35",,,,,,,,
보고 수입,"$78,522.75",12/4/2018 Tue,"$3,774.78",$895.79,$207.70,$36.38,"$1,920.20",$268.25,$103.00,"-$2,203.02","$1,564.89",55.96%,41.46%,,,,,,,,,,"$1,571.76",,,,,,,,,
카드 수입,"$60,845.17",12/5/2018 Wed,"$2,376.44",$587.10,$177.30,$8.13,"$1,096.82",$214.85,$75.98,"-$1,533.99","$1,176.91",50.77%,49.52%,,,,,,,,,,$842.45,,,,,,,,,
,"$17,677.58",12/6/2018 Thu,"$2,908.20",$720.56,$260.60,$24.98,"$1,288.97",$221.24,$127.23,"-$2,330.27","$1,823.11",48.75%,62.69%,,,,,,,,,,$577.93,,,,,,,,,
담배 수익,"$30,474.95",12/7/2018 Fri,"$3,804.53",$771.35,$380.40,$23.46,"$1,803.88",$311.00,$168.29,"-$2,383.22","$1,849.88",52.16%,48.62%,,,,,,,,,,"$1,421.31",,,,,,,,,
그로서리 수익,$801.57,12/8/2018 Sat,"$3,523.40",$980.62,$245.60,$16.33,"$1,521.69",$288.62,$149.91,"-$2,344.72","$1,797.22",47.51%,51.01%,,,,,,,,,,"$1,178.68",,,,,,,,,
잡화 수익,"$58,478.84",12/9/2018 Sun,"$3,530.83",$617.77,$228.70,$28.15,"$1,890.41",$354.44,$99.12,"-$2,521.21","$1,952.74",58.89%,55.31%,,,,,,,,,,"$1,009.62",,,,,,,,,
토바코 수익,"$9,422.96",12/10/2018 Mon,"$3,185.42",$714.83,$295.50,$22.74,"$1,543.58",$214.56,$104.40,"-$2,196.31","$1,756.69",53.30%,55.15%,,Week 91,"$3,656.46",$822.93,$201.60,$20.72,"$1,869.97",$277.77,$136.77,$989.11,"$7,194.51",,,,,,,,
맥주 수익,"$4,049.13",12/11/2018 Tue,"$3,401.56",$720.23,$81.80,$18.91,"$1,846.10",$308.00,$116.99,"-$2,037.25","$1,523.09",59.70%,44.78%,,,,,,,,,,"$1,364.31",,,,,,,,,
,,12/12/2018 Wed,"$3,187.94",$630.54,$78.90,$17.07,"$1,894.23",$204.70,$108.79,"-$2,091.39","$1,704.95",65.36%,53.48%,,,,,,,,,,"$1,096.55",,,,,,,,,
,"$3,750.03",12/13/2018 Thu,"$3,327.32",$877.92,$160.70,$19.34,"$1,522.35",$243.80,$205.88,"-$1,923.97","$1,570.50",50.33%,47.20%,,,,,,,,,,"$1,403.35",,,,,,,,,
,,12/14/2018 Fri,"$4,255.15","$1,041.44",$81.80,$29.24,"$2,187.82",$358.16,$169.57,"-$3,455.02","$2,621.58",56.56%,61.61%,,,,,,,,,,$800.13,,,,,,,,,
,,12/15/2018 Sat,"$4,560.86",$866.09,$537.70,$20.36,"$2,244.89",$311.04,$165.89,"-$3,933.97","$3,136.96",54.14%,68.78%,,,,,,,,,,$626.89,,,,,,,,,
,,12/16/2018 Sun,"$3,676.98",$909.49,$174.80,$17.35,"$1,850.84",$304.11,$85.86,"-$2,762.81","$2,148.37",55.37%,58.43%,,,,,,,,,,$914.17,,,,,,,,,
,,12/17/2018 Mon,"$4,035.00",$783.86,$367.40,$13.51,"$2,029.72",$299.25,$192.34,"-$2,980.84","$2,406.85",55.33%,59.65%,,Week 92,"$4,124.45",$764.75,$232.89,$25.07,"$2,217.68",$341.34,$170.19,"$1,054.16","$7,744.82",,,,,,,,
,,12/18/2018 Tue,"$3,516.42",$761.22,$160.70,$21.57,"$1,900.19",$212.38,$140.39,"-$2,133.52","$1,719.04",59.44%,48.89%,,,,,,,,,,"$1,382.90",,,,,,,,,
,,12/19/2018 Wed,"$3,290.98",$797.74,$276.50,$31.51,"$1,468.37",$252.79,$164.56,"-$2,416.64","$1,767.90",49.08%,53.72%,,,,,,,,,,$874.34,,,,,,,,,
,,12/20/2018 Thu,"$3,893.06",$809.73,$160.70,$26.40,"$2,215.86",$241.11,$85.71,"-$2,760.11","$2,038.77",62.61%,52.37%,,,,,,,,,,"$1,132.95",,,,,,,,,
,,12/21/2018 Fri,"$4,697.29",$737.71,$217.70,$30.01,"$2,748.01",$300.40,$236.07,"-$3,487.13","$2,696.13",64.35%,57.40%,,,,,,,,,,"$1,210.16",,,,,,,,,
,,12/22/2018 Sat,"$5,367.89",$747.53,$365.40,$28.39,"$3,146.84",$352.19,$239.22,"-$4,267.79","$3,435.88",64.49%,64.01%,,,,,,,,,,"$1,100.10",,,,,,,,,
,,12/23/2018 Sun,"$4,070.49",$715.46,$81.80,$24.09,"$2,014.77",$731.24,$133.01,"-$3,080.28","$2,318.61",54.45%,56.96%,,,,,,,,,,$990.21,,,,,,,,,
,,12/24/2018 Mon,"$5,134.90","$1,328.64",$313.40,$40.99,"$2,465.55",$370.87,$161.22,"-$3,345.05","$2,525.44",52.82%,49.18%,,Christmas Week,"$4,555.77",$884.30,$263.42,$46.48,"$2,397.10",$389.21,$146.56,"$1,789.85","$9,884.49",,,,,,,,
,,12/25/2018 Tue,,,,,,,,,,,,크리스마스,,,,,,,,,$0.00,,,,,,,,,
,,12/26/2018 Wed,"$5,289.69",$804.28,$194.80,$91.44,"$3,080.62",$426.09,$113.06,"-$2,756.60","$2,199.36",64.06%,41.58%,,,,,,,,,,"$2,533.09",,,,,,,,,
,,12/27/2018 Thu,"$4,275.88",$761.81,$368.50,$54.58,"$2,005.83",$494.42,$201.71,"-$2,989.22","$2,403.15",51.60%,56.20%,,,,,,,,,,"$1,286.66",,,,,,,,,
,,12/28/2018 Fri,"$4,223.27",$739.89,$211.60,$27.77,"$2,283.64",$423.87,$152.16,"-$3,299.11","$2,570.24",59.48%,60.86%,,,,,,,,,,$924.16,,,,,,,,,
,,12/29/2018 Sat,"$4,366.21",$964.39,$257.60,$34.40,"$2,303.46",$302.77,$106.28,"-$2,694.08","$1,960.21",58.03%,44.90%,,,,,,,,,,"$1,672.13",,,,,,,,,
,,12/30/2018 Sun,"$4,044.68",$706.77,$234.60,$29.70,"$2,243.51",$317.23,$144.91,"-$2,366.08","$1,835.16",61.01%,45.37%,,,,,,,,,,"$1,678.60",,,,,,,,,
,,12/31/2018 Mon,"$4,039.20",$873.89,$59.90,$28.07,"$2,134.28",$385.62,$189.90,"-$2,930.42","$2,258.95",58.12%,55.93%,,Week 94,"$3,841.73",$811.90,$274.96,$28.91,"$1,892.92",$345.61,$139.80,"$1,108.78","$8,297.62",,,,,,,,
2019년 1월,매출 보고,1/1/2019 Tue,"$2,915.21",$701.26,$227.60,$20.02,"$1,289.48",$305.92,$117.08,"-$1,629.74","$1,246.66",48.66%,42.76%,,,,,,,,,,"$1,285.47",,,,,,,,,
,,1/2/2019 Wed,"$3,687.40",$739.25,$241.50,$17.90,"$1,893.02",$320.88,$139.32,"-$2,556.37","$1,936.26",56.47%,52.51%,,,,,,,,,,"$1,131.03",,,,,,,,,
실제 수입,"$120,207.83",1/3/2019 Thu,"$3,967.25",$900.17,$160.70,$38.33,"$2,044.43",$312.15,$152.49,"-$2,814.31","$2,008.71",56.69%,50.63%,,,,,,,,,,"$1,152.94",,,,,,,,,
보고 수입,"$84,314.74",1/4/2019 Fri,"$4,494.41",$884.37,$290.60,$42.81,"$2,322.28",$379.95,$165.46,"-$2,954.22","$2,459.96",56.84%,54.73%,,,,,,,,,,"$1,540.19",,,,,,,,,
카드 수입,"$66,320.93",1/5/2019 Sat,"$4,557.65",$827.59,$471.20,$31.71,"$2,313.45",$430.73,$68.26,"-$3,358.53","$2,549.59",55.84%,55.94%,,,,,,,,,,"$1,199.12",,,,,,,,,
,"$17,993.81",1/6/2019 Sun,"$3,231.01",$756.75,$473.20,$23.56,"$1,253.49",$284.01,$146.06,"-$2,350.92","$1,895.32",42.68%,58.66%,,,,,,,,,,$880.09,,,,,,,,,
담배 총 매출,"$33,104.68",1/7/2019 Mon,"$3,726.20","$1,012.68",$227.60,$29.68,"$1,681.57",$299.14,$136.48,"-$2,632.78","$2,036.46",49.64%,54.65%,,Week 95,"$3,860.05",$831.31,$195.89,$32.24,"$1,962.27",$333.30,$155.20,"$1,093.42","$8,306.27",,,,,,,,
그로서리 총 매출,$890.73,1/8/2019 Tue,"$3,469.96",$701.20,$163.30,$21.57,"$1,761.00",$364.15,$142.97,"-$2,204.37","$1,633.09",55.82%,47.06%,,,,,,,,,,"$1,265.59",,,,,,,,,
잡화 총 매출,"$60,053.32",1/9/2019 Wed,"$3,764.11",$839.39,$65.90,$38.34,"$2,021.82",$342.20,$120.42,"-$2,264.11","$1,814.74",59.08%,48.21%,,,,,,,,,,"$1,500.00",,,,,,,,,
토바코 총 매출,"$10,789.05",1/10/2019 Thu,"$3,691.88",$721.27,$59.90,$32.95,"$2,081.57",$310.64,$149.68,"-$2,346.49","$1,923.46",62.02%,52.10%,,,,,,,,,,"$1,345.39",,,,,,,,,
맥주 총 매출,"$4,567.77",1/11/2019 Fri,"$4,397.32",$899.92,$301.40,$35.53,"$2,155.10",$374.16,$231.07,"-$3,302.21","$2,632.94",53.91%,59.88%,,,,,,,,,,"$1,095.11",,,,,,,,,
,,1/12/2019 Sat,"$4,673.21",$907.44,$386.40,$48.50,"$2,422.72",$323.29,$159.71,"-$3,551.08","$2,969.46",57.03%,63.54%,,,,,,,,,,"$1,122.13",,,,,,,,,
일 평균,"$3,877.67",1/13/2019 Sun,"$3,297.69",$737.25,$166.70,$19.08,"$1,612.12",$319.55,$146.06,"-$2,413.06","$1,956.56",53.77%,59.33%,,,,,,,,,,$884.63,,,,,,,,,
,,1/14/2019 Mon,"$3,949.15",$783.54,$304.60,$22.35,"$2,100.23",$260.52,$118.59,"-$2,739.03","$1,863.85",58.50%,47.20%,,Week 96,"$4,129.96",$790.71,$334.30,$32.31,"$2,094.40",$342.62,$160.43,"$1,210.12","$8,278.33",,,,,,,,
,,1/15/2019 Tue,"$3,978.43",$828.23,$384.50,$43.41,"$1,838.74",$345.16,$176.40,"-$2,766.57","$2,015.65",50.84%,50.66%,,,,,,,,,,"$1,211.86",,,,,,,,,
,,1/16/2019 Wed,"$3,748.52",$775.52,$159.70,$19.24,"$1,968.46",$350.89,$133.61,"-$2,299.41","$1,875.53",57.76%,50.03%,,,,,,,,,,"$1,449.11",,,,,,,,,
,,1/17/2019 Thu,"$3,433.77",$631.65,$318.50,$33.08,"$1,623.17",$403.56,$115.31,"-$2,444.31","$2,086.90",52.00%,60.78%,,,,,,,,,,$989.46,,,,,,,,,
,,1/18/2019 Fri,"$4,589.93",$980.95,$226.60,$26.46,"$2,403.20",$303.78,$231.35,"-$3,654.79","$2,865.16",57.59%,62.42%,,,,,,,,,,$935.14,,,,,,,,,
,,1/19/2019 Sat,"$5,668.75",$977.40,$460.20,$41.34,"$3,030.05",$418.44,$225.63,"-$4,018.61","$3,141.91",58.80%,55.43%,,,,,,,,,,"$1,650.14",,,,,,,,,
,,1/20/2019 Sun,"$3,541.16",$557.67,$486.00,$40.29,"$1,696.92",$315.96,$122.15,"-$2,708.66","$2,205.27",52.71%,62.28%,,,,,,,,,,$832.50,,,,,,,,,
,,1/21/2019 Mon,"$3,947.91",$782.70,$407.10,$20.16,"$1,950.54",$290.77,$137.43,"-$2,795.49","$2,087.83",54.35%,52.88%,,Week 97,"$3,715.93",$694.10,$271.20,$23.74,"$1,931.58",$327.88,$143.67,"$1,152.42","$6,935.49",,,,,,,,
,,1/22/2019 Tue,"$3,454.43",$740.16,$0.00,$15.65,"$1,868.22",$402.95,$113.16,"-$2,352.06","$1,851.69",59.49%,53.60%,,,,,,,,,,"$1,102.37",,,,,,,,,
,,1/23/2019 Wed,"$3,173.04",$578.04,$210.70,$32.32,"$1,701.14",$215.62,$146.47,"-$2,367.46","$1,890.22",58.97%,59.57%,,,,,,,,,,$805.58,,,,,,,,,
,,1/24/2019 Thu,"$3,900.03",$690.44,$465.20,$25.73,"$1,840.25",$342.06,$181.54,"-$2,812.70","$2,171.15",51.90%,55.67%,,,,,,,,,,"$1,087.33",,,,,,,,,
,,1/25/2019 Fri,"$3,654.51",$583.04,$231.60,$25.45,"$2,122.84",$278.94,$182.76,"-$2,533.50","$1,991.88",63.90%,54.50%,,,,,,,,,,"$1,121.01",,,,,,,,,
,,1/26/2019 Sat,"$4,304.69",$832.82,$78.90,$25.32,"$2,418.38",$413.65,$144.00,"-$3,369.59","$2,597.00",61.80%,60.33%,,,,,,,,,,$935.10,,,,,,,,,
,,1/27/2019 Sun,"$3,576.91",$651.52,$504.90,$21.57,"$1,619.72",$351.19,$100.32,"-$2,845.23","$2,275.21",49.81%,63.61%,,,,,,,,,,$731.68,,,,,,,,,
,,1/28/2019 Mon,"$3,691.10",$855.21,$405.19,$24.85,"$1,625.43",$317.47,$127.21,"-$2,591.10","$2,286.00",48.44%,61.93%,,Week 98,"$3,934.29",$855.78,$262.81,$30.92,"$1,857.54",$394.72,$155.10,"$1,100.00","$8,673.86",,,,,,,,
,,1/29/2019 Tue,"$4,101.66",$861.87,$370.50,$23.43,"$1,882.89",$463.43,$126.33,"-$2,378.23","$1,915.06",50.50%,46.69%,,,,,,,,,,"$1,723.43",,,,,,,,,
,,1/30/2019 Wed,"$3,572.46",$743.10,$185.70,$34.31,"$1,644.49",$503.07,$144.24,"-$2,590.61","$2,101.57",50.64%,58.83%,,,,,,,,,,$981.85,,,,,,,,,
,,1/31/2019 Thu,"$4,048.08",$866.99,$319.40,$15.79,"$1,866.60",$444.82,$166.21,"-$2,669.20","$2,035.84",50.72%,50.29%,,,,,,,,,,"$1,378.88",,,,,,,,,
2019년 2월,매출 보고,2/1/2019 Fri,"$4,574.03","$1,071.59",$314.60,$44.48,"$2,118.84",$395.63,$212.73,"-$3,308.91","$2,529.93",50.96%,55.31%,,,,,,,,,,"$1,265.12",,,,,,,,,
,,2/2/2019 Sat,"$4,409.39",$923.47,$144.30,$44.63,"$2,240.20",$332.55,$179.30,"-$3,144.27","$2,461.65",55.89%,55.83%,,,,,,,,,,"$1,265.12",,,,,,,,,
실제 수입,"$112,321.26",2/3/2019 Sun,"$3,143.29",$668.21,$100.00,$28.98,"$1,624.32",$306.10,$129.69,"-$2,183.83","$1,740.35",56.84%,55.37%,슈퍼볼,,,,,,,,,$959.46,,,,,,,,,
보고 수입,"$85,697.11",2/4/2019 Mon,"$2,714.14",$650.06,$79.90,$62.64,"$1,274.19",$343.41,$56.99,"-$1,966.12","$1,462.41",51.64%,53.88%,폭설,Week 99,"$4,194.21",$850.49,$456.14,$29.62,"$1,990.08",$340.53,$145.77,$748.02,"$7,238.76",,,,,,,,
카드 수입,"$65,466.08",2/5/2019 Tue,"$4,332.26",$727.80,$659.77,$19.24,"$1,994.31",$341.48,$195.55,"-$3,214.84","$2,544.29",50.64%,58.73%,,,,,,,,,,"$1,117.42",,,,,,,,,
,"$20,231.03",2/6/2019 Wed,"$4,591.11",$915.89,$468.20,$26.67,"$2,290.57",$320.12,$151.92,"-$3,342.92","$2,634.22",54.88%,57.38%,,,,,,,,,,"$1,248.19",,,,,,,,,
담배 총 매출,"$30,597.29",2/7/2019 Thu,"$5,841.24","$1,246.30","$1,003.60",$32.55,"$2,478.44",$391.95,$157.05,"-$4,927.02","$3,804.33",46.67%,65.13%,,,,,,,,,,$914.22,,,,,,,,,
그로서리 총 매출,$902.39,2/8/2019 Fri,"$5,624.46","$1,098.66",$645.00,$22.85,"$2,538.63",$532.84,$274.79,"-$4,304.34","$3,222.71",49.65%,57.30%,,,,,,,,,,"$1,320.12",,,,,,,,,
잡화 총 매출,"$57,170.59",2/9/2019 Sat,"$2,290.88",$610.39,$0.00,$21.56,"$1,164.26",$192.58,$93.64,"-$1,500.19","$1,131.56",55.90%,49.39%,폭설,,,,,,,,,$790.69,,,,,,,,,
토바코 총 매출,"$8,727.64",2/10/2019 Sun,"$3,965.37",$704.34,$336.50,$21.86,"$2,190.14",$261.34,$90.42,"-$2,865.27","$2,228.73",60.75%,56.20%,,,,,,,,,,"$1,100.10",,,,,,,,,
맥주 총 매출,"$4,593.43",2/11/2019 Mon,"$3,010.03",$705.82,$153.50,$20.26,"$1,331.94",$309.18,$215.45,"-$2,393.77","$1,712.28",48.68%,56.89%,,Week 100,"$3,807.05",$732.94,$288.64,$33.91,"$1,947.57",$285.70,$176.64,$616.26,"$6,253.24",,,,,,,,
,,2/12/2019 Tue,"$3,201.24",$729.97,$0.00,$26.85,"$1,777.19",$267.88,$108.04,"-$2,194.62","$1,747.98",61.07%,54.60%,,,,,,,,,,"$1,006.62",,,,,,,,,
일 평균,"$4,011.47",2/13/2019 Wed,"$3,763.48",$694.64,$215.80,$25.75,"$2,107.31",$293.95,$114.89,"-$2,899.47","$2,321.56",61.59%,61.69%,,,,,,,,,,$864.01,,,,,,,,,
,,2/14/2019 Thu,"$3,984.81",$614.63,$323.50,$41.69,"$2,127.87",$283.27,$231.27,"-$2,801.41","$2,120.41",58.74%,53.21%,,,,,,,,,,"$1,183.40",,,,,,,,,
,,2/15/2019 Fri,"$5,241.03",$824.59,$490.40,$35.02,"$2,843.09",$326.25,$245.22,"-$4,393.70","$3,550.05",59.67%,67.74%,,,,,,,,,,$847.33,,,,,,,,,
,,2/16/2019 Sat,"$3,701.31",$869.55,$379.95,$51.14,"$1,673.37",$206.83,$185.21,"-$2,760.67","$2,023.69",49.73%,54.67%,,,,,,,,,,$940.64,,,,,,,,,
,,2/17/2019 Sun,"$3,747.42",$691.38,$457.30,$36.64,"$1,772.24",$312.56,$136.39,"-$2,952.44","$2,286.72",52.02%,61.02%,,,,,,,,,,$794.98,,,,,,,,,
,,2/18/2019 Mon,"$3,854.51",$722.80,$74.60,$43.30,"$2,141.28",$321.90,$199.90,"-$2,923.82","$2,331.51",61.11%,60.49%,,Week 101,"$3,926.94",$731.92,$274.29,$28.38,"$2,064.63",$302.41,$168.03,$930.69,"$5,644.62",,,,,,,,
,,2/19/2019 Tue,"$3,435.53",$755.54,$386.50,$17.07,"$1,561.60",$249.26,$152.95,"-$2,842.20","$2,141.20",50.00%,62.33%,,,,,,,,,,$593.33,,,,,,,,,
