매출 보고,(Revenue Report),이번 달로 가기,총매출,팩,카튼,그로서리,잡화,토바코,맥주,메인포스,카드,잡화 비율,카드/총매출,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 토바코,평균 맥주,누락,주별 총 누락,,매출,담배 갑 ,담배보루,그로서리,잡화,토바코,맥주
,,5/20/2018 Sun,"$3,541.03","$1,036.98",$383.59,$23.00,"$1,389.38",$235.79,$150.12,"-$2,590.82","$2,099.61",43.16%,59.29%,,,,,,,,,,$950.21,,,,,,,,,
,,5/21/2018 Mon,"$2,507.64",$647.50,$212.70,$27.65,"$1,022.28",$239.07,$129.22,"-$1,610.21","$1,212.37",44.84%,48.35%,,Week 62,"$2,894.40",$818.48,$252.67,$24.49,"$1,175.32",$240.08,$120.31,$897.43,"$5,956.00",,,,,,,,
,,5/22/2018 Tue,"$2,989.73",$836.88,$460.40,$31.25,"$1,080.05",$176.44,$132.75,"-$2,051.13","$1,492.40",39.74%,49.92%,,,,,,,,,,$938.60,,,,,,,,,
,,5/23/2018 Wed,"$2,364.25",$800.16,$161.80,$10.09,$828.17,$243.75,$108.40,"-$1,585.91","$1,257.42",38.53%,53.18%,,,,,,,,,,$778.34,,,,,,,,,
,,5/24/2018 Thu,"$3,006.72",$855.57,$77.90,$22.99,"$1,377.70",$268.69,$130.26,"-$1,940.55","$1,522.64",50.40%,50.64%,,,,,,,,,,"$1,066.17",,,,,,,,,
,,5/25/2018 Fri,"$3,490.22","$1,104.47",$230.70,$22.36,"$1,357.38",$289.88,$167.84,"-$2,669.63","$2,014.42",42.78%,57.72%,,,,,,,,,,$820.59,,,,,,,,,
,,5/26/2018 Sat,"$3,114.10",$663.04,$392.50,$26.07,"$1,427.11",$230.26,$91.75,"-$2,223.68","$1,716.92",50.41%,55.13%,,,,,,,,,,$890.42,,,,,,,,,
,,5/27/2018 Sun,"$2,788.13",$821.75,$232.70,$31.02,"$1,134.56",$232.44,$81.96,"-$1,787.29","$1,377.15",44.76%,49.39%,,,,,,,,,,$564.45,,,,,,,,,
,,5/28/2018 Mon,"$2,640.23",$691.87,$224.70,$26.92,$916.10,$416.27,$124.09,"-$1,781.88","$1,316.87",38.17%,49.88%,,Week 63,"$3,138.72",$863.65,$242.26,$35.32,"$1,237.33",$332.84,$144.16,$858.35,"$7,150.98",,,,,,,,
,,5/29/2018 Tue,"$3,262.66","$1,109.47",$154.80,$20.39,"$1,161.72",$377.18,$142.17,"-$2,025.32","$1,571.34",39.17%,48.16%,,,,,,,,,,"$1,237.34",,,,,,,,,
,,5/30/2018 Wed,"$2,454.91",$701.80,$139.80,$34.12,$946.52,$260.92,$148.64,"-$1,724.13","$1,284.23",42.41%,52.31%,,,,,,,,,,$730.78,,,,,,,,,
,,5/31/2018 Thu,"$3,046.36",$644.66,$265.70,$38.97,"$1,436.52",$262.18,$121.13,"-$2,017.56","$1,540.29",51.87%,50.56%,,,,,,,,,,"$1,028.80",,,,,,,,,
2018년 6월,매출 보고,6/1/2018 Fri,"$3,921.94",$956.75,$222.70,$30.70,"$1,776.59",$352.30,$226.01,"-$2,666.03","$2,167.23",49.83%,55.26%,,,,,,,,,,"$1,255.91",,,,,,,,,
,,6/2/2018 Sat,"$4,013.90","$1,195.90",$492.40,$59.66,"$1,426.91",$332.72,$141.08,"-$2,672.96","$1,910.47",39.10%,47.60%,,,,,,,,,,"$1,340.94",,,,,,,,,
실제 수익,"$96,008.08",6/3/2018 Sun,"$2,631.02",$745.09,$195.70,$36.50,$996.95,$328.33,$105.98,"-$1,932.16","$1,438.42",41.68%,54.67%,,,,,,,,,,$698.86,,,,,,,,,
보고 수익,"$66,306.26",6/4/2018 Mon,"$2,808.76",$729.32,$70.80,$18.65,"$1,477.07",$162.98,$94.34,"-$1,886.46","$1,361.18",57.85%,48.46%,,Week 64,"$3,204.18",$840.66,$208.66,$26.98,"$1,435.02",$266.64,$131.81,$922.30,"$7,586.95",,,,,,,,
카드 수익,"$50,401.43",6/5/2018 Tue,"$3,341.04","$1,007.18",$216.70,$30.60,"$1,329.25",$360.44,$92.81,"-$2,162.41","$1,630.36",43.76%,48.80%,,,,,,,,,,"$1,178.63",,,,,,,,,
,"$15,904.83",6/6/2018 Wed,"$3,489.14",$826.08,$403.60,$16.15,"$1,507.37",$240.08,$158.59,"-$2,240.09","$1,483.62",47.52%,42.52%,,,,,,,,,,"$1,249.05",,,,,,,,,
담배 수익,"$32,330.00",6/7/2018 Thu,"$2,635.02",$958.35,$170.80,$33.47,$759.63,$323.38,$149.51,"-$1,665.60","$1,190.73",31.71%,45.19%,,,,,,,,,,$969.42,,,,,,,,,
그로서리 수익,$904.59,6/8/2018 Fri,"$3,823.16",$926.50,$373.00,$44.74,"$1,665.25",$302.52,$163.31,"-$2,655.48","$2,001.22",47.91%,52.34%,,,,,,,,,,"$1,167.68",,,,,,,,,
잡화 수익,"$41,717.10",6/9/2018 Sat,"$3,471.74",$910.46,$71.90,$21.85,"$1,765.28",$236.25,$150.06,"-$2,442.07","$1,949.39",55.93%,56.15%,,,,,,,,,,"$1,029.67",,,,,,,,,
토바코 수익,"$8,346.78",6/10/2018 Sun,"$2,860.42",$526.74,$153.80,$23.43,"$1,541.28",$240.84,$114.08,"-$1,790.22","$1,356.96",59.27%,47.44%,,,,,,,,,,"$1,070.20",,,,,,,,,
맥주 수익,"$4,194.83",6/11/2018 Mon,"$3,199.14","$1,007.84",$80.90,$28.97,"$1,393.89",$257.20,$139.20,"-$2,128.22","$1,584.54",47.93%,49.53%,,Week 65,"$3,156.31",$872.31,$264.44,$27.24,"$1,351.13",$245.57,$136.97,"$1,070.92","$6,529.50",,,,,,,,
,,6/12/2018 Tue,"$2,697.36",$934.18,$219.50,$33.70,"$1,023.57",$151.83,$89.11,"-$1,668.90","$1,221.67",41.74%,45.29%,,,,,,,,,,"$1,028.46",,,,,,,,,
,,6/13/2018 Wed,"$3,370.98",$905.90,$438.10,$16.17,"$1,297.88",$214.97,$191.22,"-$2,580.51","$2,010.32",42.35%,59.64%,,,,,,,,,,$790.47,,,,,,,,,
,,6/14/2018 Thu,"$2,832.04",$846.33,$326.60,$25.10,"$1,031.15",$236.40,$108.74,"-$2,181.78","$1,629.24",40.05%,57.53%,,,,,,,,,,$650.26,,,,,,,,,
,,6/15/2018 Fri,"$3,920.37",$890.73,$380.50,$25.42,"$1,805.81",$321.68,$139.54,"-$2,869.46","$2,182.28",50.67%,55.67%,,,,,,,,,,"$1,050.91",,,,,,,,,
,,6/16/2018 Sat,"$3,186.46",$704.82,$149.80,$30.19,"$1,812.21",$245.77,$153.75,"-$2,266.55","$1,785.04",62.56%,56.02%,,,,,,,,,,$919.91,,,,,,,,,
,,6/17/2018 Sun,"$2,887.81",$816.39,$255.70,$31.15,"$1,093.38",$291.17,$137.26,"-$1,869.24","$1,633.95",41.65%,56.58%,,,,,,,,,,"$1,018.57",,,,,,,,,
,,6/18/2018 Mon,"$2,917.25",$693.59,$59.90,$32.15,"$1,522.78",$220.35,$123.00,"-$1,533.44","$1,169.33",57.42%,40.08%,,Week 66,"$3,009.22",$728.86,$207.73,$28.08,"$1,366.98",$256.44,$147.77,"$1,383.81","$6,551.97",,,,,,,,
,,6/19/2018 Tue,"$2,884.92",$645.45,$234.70,$26.15,"$1,216.73",$331.89,$170.79,"-$2,033.51","$1,519.11",46.39%,52.66%,,,,,,,,,,$851.41,,,,,,,,,
,,6/20/2018 Wed,"$3,511.45",$775.75,$325.60,$28.05,"$1,677.47",$241.48,$143.60,"-$2,597.08","$1,960.83",52.55%,55.84%,,,,,,,,,,$914.37,,,,,,,,,
,,6/21/2018 Thu,"$3,059.20",$705.31,$311.60,$46.28,"$1,274.74",$305.60,$137.29,"-$1,970.00","$1,508.59",45.84%,49.31%,,,,,,,,,,"$1,089.20",,,,,,,,,
,,6/22/2018 Fri,"$3,373.62",$704.29,$286.60,$23.51,"$1,595.26",$238.96,$218.00,"-$2,650.31","$2,062.03",52.01%,61.12%,,,,,,,,,,$723.31,,,,,,,,,
,,6/23/2018 Sat,"$2,795.42",$930.53,$156.80,$15.58,"$1,134.81",$208.37,$94.95,"-$2,114.07","$1,569.85",44.65%,56.16%,,,,,,,,,,$681.35,,,,,,,,,
,,6/24/2018 Sun,"$2,522.67",$647.13,$78.90,$24.87,"$1,147.04",$248.45,$146.73,"-$1,614.15","$1,148.74",50.02%,45.54%,,,,,,,,,,$908.52,,,,,,,,,
,,6/25/2018 Mon,"$3,399.42",$760.39,$284.79,$32.41,"$1,579.94",$319.43,$117.41,"-$2,663.02","$2,085.96",51.12%,61.36%,,Week 67,"$3,221.11",$827.65,$266.53,$32.21,"$1,360.07",$313.24,$131.33,$736.40,"$6,637.01",,,,,,,,
,,6/26/2018 Tue,"$3,533.36",$970.25,$388.50,$23.95,"$1,347.63",$364.61,$114.25,"-$2,376.38","$1,809.40",41.95%,51.21%,,,,,,,,,,"$1,156.98",,,,,,,,,
,,6/27/2018 Wed,"$2,289.26",$581.34,$155.80,$25.53,$797.83,$364.59,$156.41,"-$1,463.24","$1,069.04",38.34%,46.70%,,,,,,,,,,$826.02,,,,,,,,,
,,6/28/2018 Thu,"$3,059.50",$675.01,$154.80,$40.27,"$1,507.88",$292.82,$110.32,"-$2,152.90","$1,636.37",54.21%,53.48%,,,,,,,,,,$906.60,,,,,,,,,
,,6/29/2018 Fri,"$4,319.13","$1,133.45",$590.20,$38.61,"$1,674.48",$351.13,$138.27,"-$3,276.66","$2,684.01",42.65%,62.14%,,,,,,,,,,"$1,042.47",,,,,,,,,
,,6/30/2018 Sat,"$3,252.58",$817.46,$150.80,$40.78,"$1,537.04",$260.24,$169.22,"-$2,183.36","$1,641.55",51.98%,50.47%,,,,,,,,,,"$1,069.22",,,,,,,,,
2018년 7월,매출 보고,7/1/2018 Sun,"$2,694.54",$855.65,$140.80,$23.93,"$1,075.66",$239.89,$113.41,"-$1,795.22","$1,282.14",43.91%,47.58%,,,,,,,,,,$899.32,,,,,,,,,
,,7/2/2018 Mon,"$3,007.62",$651.59,$245.70,$30.71,"$1,278.30",$436.54,$91.09,"-$2,258.47","$1,740.82",46.75%,57.88%,,Week 68,"$3,263.36",$874.06,$231.84,$33.13,"$1,425.64",$292.20,$116.87,$749.15,"$6,535.45",,,,,,,,
실제 수익,"$98,081.32",7/3/2018 Tue,"$3,543.30","$1,103.06",$170.80,$58.73,"$1,351.63",$365.51,$171.07,"-$2,745.54","$2,066.85",41.96%,58.33%,,,,,,,,,,$797.76,,,,,,,,,
보고 수익,"$69,774.36",7/4/2018 Wed,"$2,783.07",$757.48,$80.90,$37.79,"$1,206.98",$314.30,$132.36,"-$2,100.39","$1,683.79",47.71%,60.50%,,,,,,,,,,$682.68,,,,,,,,,
카드 수익,"$53,301.84",7/5/2018 Thu,"$3,212.64",$941.59,$362.50,$32.72,"$1,321.22",$205.81,$89.96,"-$2,133.17","$1,585.38",45.24%,49.35%,,,,,,,,,,"$1,079.47",,,,,,,,,
,"$16,472.52",7/6/2018 Fri,"$3,665.66",$941.75,$252.70,$21.47,"$1,672.95",$307.31,$135.91,"-$2,352.73","$1,852.31",50.20%,50.53%,,,,,,,,,,"$1,312.93",,,,,,,,,
담배 수익,"$32,718.10",7/7/2018 Sat,"$3,428.91",$990.80,$355.50,$24.36,"$1,458.14",$146.66,$141.44,"-$2,424.41","$1,730.31",46.78%,50.46%,,,,,,,,,,"$1,004.50",,,,,,,,,
그로서리 수익,$934.41,7/8/2018 Sun,"$3,202.29",$732.17,$154.80,$26.12,"$1,690.26",$269.26,$56.27,"-$2,293.33","$1,775.69",58.06%,55.45%,,,,,,,,,,$908.96,,,,,,,,,
잡화 수익,"$43,163.52",7/9/2018 Mon,"$3,546.12",$834.94,$314.60,$31.97,"$1,589.49",$361.14,$95.39,"-$2,534.75","$1,995.11",49.31%,56.26%,,Week 69,"$3,018.99",$818.17,$253.81,$27.11,"$1,248.63",$280.55,$117.26,"$1,011.37","$6,465.53",,,,,,,,
토바코 수익,"$8,505.26",7/10/2018 Tue,"$3,384.72",$826.99,$366.50,$23.92,"$1,390.79",$336.64,$121.65,"-$2,075.10","$1,521.01",45.20%,44.94%,,,,,,,,,,"$1,309.62",,,,,,,,,
맥주 수익,"$3,897.02",7/11/2018 Wed,"$2,445.66",$659.28,$195.70,$18.68,$978.84,$248.49,$123.10,"-$1,762.44","$1,131.31",44.03%,46.26%,,,,,,,,,,$683.22,,,,,,,,,
,,7/12/2018 Thu,"$2,260.65",$885.85,$0.00,$29.50,$836.30,$189.54,$113.68,"-$1,553.40","$1,006.91",40.69%,44.54%,,,,,,,,,,$707.25,,,,,,,,,
,,7/13/2018 Fri,"$3,496.18",$943.13,$72.90,$36.65,"$1,693.48",$301.36,$144.46,"-$2,262.98","$1,629.08",53.28%,46.60%,,,,,,,,,,"$1,233.20",,,,,,,,,
,,7/14/2018 Sat,"$3,286.93",$873.27,$433.50,$28.32,"$1,176.91",$345.87,$129.95,"-$2,398.49","$1,766.18",39.39%,53.73%,,,,,,,,,,$888.44,,,,,,,,,
,,7/15/2018 Sun,"$2,712.70",$703.70,$393.50,$20.71,"$1,074.58",$180.79,$92.61,"-$2,080.27","$1,619.88",43.57%,59.71%,,,,,,,,,,$632.43,,,,,,,,,
,,7/16/2018 Mon,"$3,090.30",$754.93,$242.70,$19.36,"$1,364.80",$302.63,$124.61,"-$2,121.93","$1,663.00",48.58%,53.81%,,Week 70,"$3,241.54",$755.18,$291.90,$27.50,"$1,434.21",$292.43,$145.63,$968.37,"$6,491.37",,,,,,,,
,,7/17/2018 Tue,"$3,706.37",$818.68,$593.20,$33.31,"$1,336.05",$345.67,$242.25,"-$3,140.07","$2,492.20",39.65%,67.24%,,,,,,,,,,$566.30,,,,,,,,,
,,7/18/2018 Wed,"$2,622.99",$745.98,$218.70,$23.09,"$1,001.66",$288.26,$106.61,"-$1,896.31","$1,423.18",42.01%,54.26%,,,,,,,,,,$726.68,,,,,,,,,
,,7/19/2018 Thu,"$2,834.17",$751.61,$147.80,$26.25,"$1,310.89",$248.85,$92.82,"-$1,647.83","$1,157.42",50.88%,40.84%,,,,,,,,,,"$1,186.34",,,,,,,,,
,,7/20/2018 Fri,"$4,530.61",$867.98,$292.60,$28.13,"$2,322.55",$405.51,$201.65,"-$3,350.35","$2,687.47",56.39%,59.32%,,,,,,,,,,"$1,180.26",,,,,,,,,
,,7/21/2018 Sat,"$3,167.29",$543.06,$209.70,$38.72,"$1,692.45",$264.58,$130.57,"-$2,221.18","$1,674.72",58.78%,52.88%,,,,,,,,,,$946.11,,,,,,,,,
,,7/22/2018 Sun,"$2,739.03",$804.04,$338.60,$23.66,"$1,011.10",$191.49,$120.87,"-$1,821.72","$1,432.57",40.61%,52.30%,,,,,,,,,,$917.31,,,,,,,,,
,,7/23/2018 Mon,"$3,368.79",$801.03,$199.70,$37.23,"$1,676.34",$209.43,$138.47,"-$2,322.40","$1,845.59",54.74%,54.78%,,Week 71,"$3,065.21",$787.07,$251.24,$34.15,"$1,337.45",$244.00,$132.37,"$1,046.39","$6,011.74",,,,,,,,
,,7/24/2018 Tue,"$2,789.63",$810.89,$221.70,$33.55,"$1,121.67",$209.61,$138.34,"-$2,113.68","$1,662.50",44.23%,59.60%,,,,,,,,,,$675.95,,,,,,,,,
,,7/25/2018 Wed,"$2,806.46",$652.27,$394.50,$39.87,"$1,070.97",$252.03,$141.41,"-$1,783.74","$1,382.03",41.98%,49.24%,,,,,,,,,,"$1,022.72",,,,,,,,,
,,7/26/2018 Thu,"$3,081.12",$867.72,$314.60,$36.76,"$1,219.49",$226.57,$135.60,"-$2,046.83","$1,636.44",43.54%,53.11%,,,,,,,,,,"$1,034.29",,,,,,,,,
,,7/27/2018 Fri,"$3,220.06",$823.65,$162.80,$35.59,"$1,494.67",$301.17,$109.17,"-$2,383.12","$1,836.12",51.06%,57.02%,,,,,,,,,,$836.94,,,,,,,,,
,,7/28/2018 Sat,"$3,300.85",$839.21,$225.70,$32.21,"$1,482.69",$258.99,$161.68,"-$2,428.87","$1,868.96",49.41%,56.62%,,,,,,,,,,$871.98,,,,,,,,,
,,7/29/2018 Sun,"$2,889.57",$714.70,$239.70,$23.85,"$1,296.31",$250.17,$101.89,"-$2,366.10","$1,942.47",49.35%,67.22%,,,,,,,,,,$523.47,,,,,,,,,
,,7/30/2018 Mon,"$3,918.33",$636.83,$263.60,$10.48,"$2,280.92",$239.18,$130.82,"-$2,956.42","$2,323.78",64.03%,59.31%,,4th of July Week,"$3,538.07",$810.46,$199.50,$33.44,"$1,755.97",$299.38,$117.38,$961.91,"$7,761.55",,,,,,,,
,,7/31/2018 Tue,"$3,344.76",$978.27,$0.00,$46.77,"$1,685.43",$262.01,$67.91,"-$2,403.12","$1,886.62",55.43%,56.41%,,,,,,,,,,$941.64,,,,,,,,,
2018년 8월,매출 보고,8/1/2018 Wed,"$3,215.51",$803.57,$80.90,$21.16,"$1,543.07",$333.29,$140.95,"-$2,048.39","$1,599.01",52.79%,49.73%,,,,,,,,,,"$1,167.12",,,,,,,,,
,,8/2/2018 Thu,"$3,250.29",$788.00,$212.70,$48.03,"$1,526.20",$271.35,$108.23,"-$1,870.16","$1,437.77",51.65%,44.24%,,,,,,,,,,"$1,380.13",,,,,,,,,
실제 수익,"$106,927.00",8/3/2018 Fri,"$4,044.53",$824.33,$154.50,$30.42,"$2,149.40",$376.94,$140.91,"-$2,839.85","$2,178.41",58.46%,53.86%,,,,,,,,,,"$1,204.68",,,,,,,,,
보고 수익,"$74,409.60",8/4/2018 Sat,"$4,037.25","$1,012.80",$241.40,$61.40,"$1,828.27",$400.22,$125.78,"-$2,495.75","$1,904.08",49.81%,47.16%,,,,,,,,,,"$1,541.50",,,,,,,,,
카드 수익,"$57,405.41",8/5/2018 Sun,"$2,955.80",$629.44,$443.40,$15.82,"$1,278.50",$212.65,$107.08,"-$2,391.23","$1,824.54",47.58%,61.73%,,,,,,,,,,$564.57,,,,,,,,,
,"$17,004.19",8/6/2018 Mon,"$3,307.45",$885.24,$245.70,$23.04,"$1,397.41",$290.32,$164.81,"-$2,263.19","$1,774.42",46.48%,53.65%,,Week 73,"$3,537.51",$814.61,$308.17,$34.61,"$1,667.76",$265.66,$127.77,"$1,044.26","$7,218.68",,,,,,,,
담배 수익,"$33,425.54",8/7/2018 Tue,"$3,904.16",$854.81,$415.50,$41.81,"$1,896.49",$218.97,$121.36,"-$2,300.44","$1,794.46",53.43%,45.96%,,,,,,,,,,"$1,603.72",,,,,,,,,
그로서리 수익,"$1,033.62",8/8/2018 Wed,"$2,722.60",$686.12,$382.50,$30.66,"$1,017.78",$239.36,$118.39,"-$1,802.23","$1,443.26",41.12%,53.01%,,,,,,,,,,$920.37,,,,,,,,,
잡화 수익,"$49,472.07",8/9/2018 Thu,"$3,815.85",$884.67,$383.50,$54.12,"$1,692.96",$331.45,$124.67,"-$3,305.51","$2,531.94",48.80%,66.35%,,,,,,,,,,$510.34,,,,,,,,,
토바코 수익,"$8,633.63",8/10/2018 Fri,"$4,142.42",$998.59,$419.40,$31.26,"$1,976.18",$248.71,$107.37,"-$2,601.83","$1,996.31",52.48%,48.19%,,,,,,,,,,"$1,540.59",,,,,,,,,
맥주 수익,"$4,051.88",8/11/2018 Sat,"$4,004.32",$801.11,$59.90,$34.16,"$2,232.05",$364.68,$140.04,"-$2,794.23","$2,154.12",61.32%,53.79%,,,,,,,,,,"$1,210.09",,,,,,,,,
,,8/12/2018 Sun,"$2,865.76",$591.75,$250.70,$27.21,"$1,461.45",$166.15,$117.73,"-$2,476.45","$1,972.86",56.10%,68.84%,,,,,,,,,,$389.31,,,,,,,,,
,,8/13/2018 Mon,"$3,467.11",$802.70,$329.50,$36.98,"$1,566.74",$268.96,$146.78,"-$2,396.34","$1,866.42",49.71%,53.83%,,Week 74,"$3,267.72",$814.96,$236.11,$30.11,"$1,393.13",$268.99,$140.91,"$1,070.77","$5,699.40",,,,,,,,
,,8/14/2018 Tue,"$2,969.73",$902.87,$77.90,$21.30,"$1,164.36",$407.59,$125.49,"-$2,462.61","$1,832.32",43.13%,61.70%,,,,,,,,,,$507.12,,,,,,,,,
,,8/15/2018 Wed,"$3,302.64",$625.17,$236.70,$35.70,"$1,711.10",$250.41,$143.04,"-$2,433.51","$1,851.29",56.99%,56.05%,,,,,,,,,,$869.13,,,,,,,,,
,,8/16/2018 Thu,"$3,222.71",$803.38,$231.70,$25.24,$830.90,$246.60,$138.08,"-$2,306.13","$1,739.23",28.36%,53.97%,,,,,,,,,,$916.58,,,,,,,,,
,,8/17/2018 Fri,"$3,453.67",$924.78,$235.70,$34.22,"$1,524.93",$232.02,$187.77,"-$2,570.66","$2,017.79",48.57%,58.42%,,,,,,,,,,$883.01,,,,,,,,,
,,8/18/2018 Sat,"$3,783.53",$844.97,$316.60,$50.29,"$1,844.14",$272.70,$160.86,"-$2,819.41","$2,192.17",53.62%,57.94%,,,,,,,,,,$964.12,,,,,,,,,
,,8/19/2018 Sun,"$2,674.66",$800.85,$224.70,$7.01,"$1,109.74",$204.66,$84.32,"-$2,185.99","$1,732.12",45.64%,64.76%,,,,,,,,,,$488.67,,,,,,,,,
,,8/20/2018 Mon,"$3,110.95",$674.53,$133.80,$37.53,"$1,535.81",$248.94,$197.27,"-$1,922.87","$1,540.26",54.30%,49.51%,,Week 75,"$3,512.65",$832.47,$227.24,$33.35,"$1,699.27",$271.08,$129.39,"$1,188.08","$8,443.28",,,,,,,,
,,8/21/2018 Tue,"$3,331.02",$851.70,$293.60,$30.71,"$1,371.87",$337.51,$141.17,"-$2,230.49","$1,661.47",45.30%,49.88%,,,,,,,,,,"$1,100.53",,,,,,,,,
,,8/22/2018 Wed,"$3,321.76",$781.79,$0.00,$26.53,"$1,829.81",$279.07,$102.32,"-$2,303.64","$1,766.58",60.59%,53.18%,,,,,,,,,,"$1,018.12",,,,,,,,,
,,8/23/2018 Thu,"$3,319.22",$963.35,$76.90,$30.37,"$1,652.94",$202.22,$91.45,"-$1,909.11","$1,465.18",54.78%,44.14%,,,,,,,,,,"$1,410.11",,,,,,,,,
,,8/24/2018 Fri,"$4,354.82",$906.00,$458.19,$36.34,"$2,115.60",$323.78,$118.65,"-$3,120.30","$2,387.98",53.44%,54.84%,,,,,,,,,,"$1,234.52",,,,,,,,,
,,8/25/2018 Sat,"$4,294.45",$873.81,$498.40,$43.01,"$2,085.82",$288.65,$113.81,"-$2,858.37","$2,175.64",53.43%,50.66%,,,,,,,,,,"$1,436.08",,,,,,,,,
,,8/26/2018 Sun,"$2,856.34",$776.09,$129.80,$28.99,"$1,303.03",$217.42,$141.08,"-$1,800.50","$1,378.82",50.18%,48.27%,,,,,,,,,,"$1,055.84",,,,,,,,,
,,8/27/2018 Mon,"$3,692.86",$935.71,$150.80,$17.20,"$1,826.57",$292.01,$134.59,"-$2,427.74","$1,874.33",54.41%,50.76%,,Week 76,"$3,421.44",$818.03,$240.97,$32.38,"$1,602.94",$287.27,$129.20,"$1,265.12","$7,380.05",,,,,,,,
,,8/28/2018 Tue,"$3,228.39",$820.60,$230.70,$41.68,"$1,459.40",$195.19,$190.34,"-$2,431.65","$1,882.25",49.73%,58.30%,,,,,,,,,,$796.74,,,,,,,,,
,,8/29/2018 Wed,"$2,820.30",$705.56,$161.80,$38.23,"$1,306.66",$257.07,$94.33,"-$1,863.81","$1,461.17",50.96%,51.81%,,,,,,,,,,$956.49,,,,,,,,,
,,8/30/2018 Thu,"$2,780.42",$715.71,$288.60,$45.16,"$1,173.85",$239.64,$64.45,"-$1,804.68","$1,332.37",46.44%,47.92%,,,,,,,,,,$975.74,,,,,,,,,
,,8/31/2018 Fri,"$4,676.48","$1,196.55",$393.50,$28.04,"$2,059.04",$415.10,$158.76,"-$3,372.53","$2,636.84",48.43%,56.39%,,,,,,,,,,"$1,303.95",,,,,,,,,
2018년 9월,매출 보고,9/1/2018 Sat,"$3,365.92",$743.60,$215.70,$34.42,"$1,667.13",$263.77,$135.52,"-$2,113.51","$1,561.64",54.48%,46.40%,,,,,,,,,,$963.89,,,,,,,,,
,,9/2/2018 Sun,"$3,385.74",$608.49,$245.70,$21.91,"$1,727.90",$348.10,$126.39,"-$2,267.62","$1,730.52",56.14%,51.11%,,,,,,,,,,"$1,118.12",,,,,,,,,
실제 수익,"$103,318.14",9/3/2018 Mon,"$3,754.11","$1,075.39",$158.80,$33.01,"$1,621.90",$360.61,$161.80,"-$2,402.03","$1,857.54",47.52%,49.48%,,Week 77,"$3,577.00",$879.59,$216.57,$31.51,"$1,627.66",$354.64,$141.40,"$1,352.08","$8,278.59",,,,,,,,
보고 수익,"$69,765.08",9/4/2018 Tue,"$3,755.44",$767.90,$149.80,$30.78,"$1,947.53",$420.27,$97.45,"-$2,380.33","$1,856.80",57.04%,49.44%,,,,,,,,,,"$1,375.11",,,,,,,,,
카드 수익,"$53,389.10",9/5/2018 Wed,"$3,331.42",$855.51,$80.90,$25.49,"$1,563.30",$377.04,$126.03,"-$2,011.32","$1,549.49",51.62%,46.51%,,,,,,,,,,"$1,320.10",,,,,,,,,
,"$16,375.98",9/6/2018 Thu,"$3,159.30",$842.78,$434.40,$45.30,"$1,150.00",$256.90,$142.46,"-$2,642.19","$2,044.48",40.04%,64.71%,,,,,,,,,,$517.11,,,,,,,,,
담배 수익,"$30,842.76",9/7/2018 Fri,"$4,064.85",$779.24,$172.80,$29.38,"$2,006.61",$524.97,$181.94,"-$2,907.72","$2,264.16",54.30%,55.70%,,,,,,,,,,"$1,157.13",,,,,,,,,
그로서리 수익,$992.31,9/8/2018 Sat,"$3,638.20","$1,066.19",$304.60,$33.07,"$1,434.09",$329.25,$139.91,"-$2,098.11","$1,593.08",43.36%,43.79%,,,,,,,,,,"$1,540.09",,,,,,,,,
잡화 수익,"$49,028.28",9/9/2018 Sun,"$3,335.66",$770.14,$214.70,$23.52,"$1,670.16",$213.44,$140.24,"-$2,318.69","$1,625.08",55.08%,48.72%,,,,,,,,,,"$1,016.97",,,,,,,,,
토바코 수익,"$9,307.26",9/10/2018 Mon,"$2,927.01",$804.37,$77.90,$35.24,"$1,451.42",$177.37,$114.35,"-$2,022.54","$1,498.39",54.55%,51.19%,,Week 78,"$3,216.43",$837.81,$165.27,$31.56,"$1,509.23",$262.25,$115.92,$904.47,"$7,947.50",,,,,,,,
맥주 수익,"$3,954.84",9/11/2018 Tue,"$3,052.69",$742.29,$0.00,$26.28,"$1,617.22",$261.95,$127.18,"-$1,885.30","$1,435.49",58.27%,47.02%,,,,,,,,,,"$1,167.39",,,,,,,,,
,,9/12/2018 Wed,"$2,877.67",$797.20,$0.00,$40.27,"$1,411.19",$262.21,$104.88,"-$1,550.51","$1,180.57",53.94%,41.03%,,,,,,,,,,"$1,327.16",,,,,,,,,
,,9/13/2018 Thu,"$3,346.35",$774.67,$523.30,$43.30,"$1,358.02",$235.37,$89.00,"-$2,446.26","$1,892.89",44.64%,56.57%,,,,,,,,,,$900.09,,,,,,,,,
,,9/14/2018 Fri,"$4,014.67",$989.43,$98.90,$26.74,"$2,095.02",$274.51,$164.77,"-$2,565.44","$1,938.59",57.40%,48.29%,,,,,,,,,,"$1,449.23",,,,,,,,,
,,9/15/2018 Sat,"$3,518.89",$984.27,$381.90,$18.75,"$1,308.88",$377.77,$133.41,"-$2,189.78","$1,661.89",40.92%,47.23%,,,,,,,,,,"$1,329.11",,,,,,,,,
,,9/16/2018 Sun,"$2,777.74",$772.42,$74.90,$30.31,"$1,322.89",$246.59,$77.86,"-$1,907.69","$1,396.42",52.39%,50.27%,,,,,,,,,,$870.05,,,,,,,,,
