,dates,total,pack,carton,grcy,misc_total,tobacco,beer,main,card
564,2018-10-13,3344.51,682.3,89.9,30.86,1796.22,301.87,139.02,-2629.39,2086.62
565,2018-10-14,3911.31,864.1,132.8,27.1,2080.56,257.62,193.2,-2481.17,1894.05
566,2018-10-15,3695.25,793.4,578.59,16.72,1552.06,270.29,147.95,-2703.93,2056.3
567,2018-10-16,3131.31,739.04,80.9,13.71,1609.63,250.16,153.68,-2463.47,1864.23
568,2018-10-17,3520.18,814.61,375.5,15.96,1612.09,256.99,124.73,-2524.62,1991.46
569,2018-10-18,3805.32,966.33,269.6,24.86,1879.13,249.15,70.02,-2810.23,2366.94
570,2018-10-19,3587.59,763.93,160.8,20.76,1854.93,326.31,134.4,-2636.81,2032.43
571,2018-10-20,4044.51,897.34,479.59,29.35,1716.34,300.56,174.45,-2856.73,2142.17
572,2018-10-21,2718.38,663.43,152.8,23.02,1280.51,233.24,116.0,-2003.48,1538.76
573,2018-10-22,3020.09,557.52,177.81,24.57,1626.61,237.03,121.73,-2090.17,1616.05
574,2018-10-23,2620.11,811.53,119.8,20.85,1080.59,230.5,121.14,-1940.15,1537.62
575,2018-10-24,3038.75,677.05,137.6,19.09,1579.4,234.47,114.44,-2327.62,1817.9
576,2018-10-25,2695.62,802.04,81.9,30.49,1127.53,239.29,169.05,-1950.71,1597.29
577,2018-10-26,4105.25,865.51,268.7,39.2,2085.62,342.78,129.88,-3445.0,2634.63
578,2018-10-27,4215.88,1101.24,245.6,40.4,1988.41,306.24,150.41,-2816.71,2257.54
579,2018-10-28,3506.95,797.82,449.3,26.82,1597.46,201.38,115.1,-2627.77,2044.79
580,2018-10-29,3183.5,957.45,133.8,20.14,1487.56,178.1,116.75,-2105.14,1598.22
581,2018-10-30,2917.61,864.24,375.5,37.19,1067.44,214.33,93.44,-2089.79,1632.62
582,2018-10-31,2965.99,706.97,216.7,16.36,1377.85,253.35,128.74,-1688.85,1166.67
583,2018-11-01,3872.1,972.26,159.8,25.78,1815.21,409.65,137.06,-2673.85,2030.51
584,2018-11-02,4818.72,1164.9,402.5,40.62,2190.83,369.89,211.56,-3299.07,2547.91
585,2018-11-03,4138.03,949.08,416.4,41.48,1874.79,346.92,132.87,-2706.87,2007.01
586,2018-11-04,2982.14,694.4,163.6,40.97,1418.34,281.04,112.41,-2057.46,1383.11
587,2018-11-05,3347.67,830.94,285.6,8.15,1526.99,267.09,104.28,-2430.57,1848.47
588,2018-11-06,3915.7,987.8,252.7,21.51,1895.66,293.84,112.88,-2540.44,1901.36
589,2018-11-07,3345.49,747.34,260.7,97.94,1470.8,314.78,158.51,-2469.51,1858.34
590,2018-11-08,3918.52,874.96,157.8,39.24,2024.96,355.36,109.64,-2593.26,1991.71
591,2018-11-09,3702.54,865.84,73.9,19.89,1992.73,265.22,148.07,-2668.43,2111.79
592,2018-11-10,4143.1,974.61,409.3,29.16,1899.11,277.08,176.88,-2987.95,2429.63
593,2018-11-11,2586.56,565.11,72.9,16.01,1367.27,196.47,133.39,-1689.49,1260.12
594,2018-11-12,2668.44,751.14,59.9,16.93,1265.48,229.0,108.15,-1484.67,1166.61
595,2018-11-13,3245.26,973.55,73.9,13.61,1582.74,225.04,92.27,-2145.39,1654.37
596,2018-11-14,3545.38,788.43,160.7,37.62,1931.92,167.0,137.17,-2704.63,2110.81
597,2018-11-15,3674.76,890.98,140.8,28.46,1900.33,275.8,94.04,-2656.48,1982.05
598,2018-11-16,4359.22,1033.54,450.3,16.35,1986.68,344.68,131.06,-2984.09,2324.18
599,2018-11-17,4883.54,939.82,160.7,60.68,2802.63,290.6,180.88,-3044.0,2412.68
600,2018-11-18,3328.1,909.25,510.9,23.6,1255.3,245.37,80.87,-2344.1,1808.77
601,2018-11-19,3286.73,841.5,246.6,31.06,1554.28,178.76,135.52,-2279.24,1734.6
602,2018-11-20,3576.15,643.52,141.7,18.67,2179.88,202.32,64.68,-2714.64,2058.94
603,2018-11-21,4839.68,1178.02,403.5,37.76,2168.47,427.16,184.43,-3459.15,2604.1
604,2018-11-22,1913.23,281.08,0.0,15.44,1135.21,208.64,98.75,-1450.27,1099.54
605,2018-11-23,4488.71,937.44,236.6,29.19,2288.45,381.98,206.66,-3608.58,2772.55
606,2018-11-24,3144.71,737.38,304.5,19.74,1356.4,300.55,139.99,-2492.73,1901.17
607,2018-11-25,2697.71,661.8,175.8,24.94,1183.54,297.92,108.23,-2184.5,1664.73
608,2018-11-26,2986.72,903.76,199.7,15.72,1216.94,254.34,124.46,-1919.08,1466.16
609,2018-11-27,3618.41,786.7,230.7,33.14,1818.06,311.14,109.42,-2246.81,1622.51
610,2018-11-28,3269.46,799.3,380.3,16.4,1492.63,183.94,99.42,-2386.14,1854.09
611,2018-11-29,3347.87,614.79,376.3,27.31,1665.63,230.48,128.73,-2206.16,1813.43
612,2018-11-30,4597.46,986.75,53.45,53.45,2513.14,447.04,178.76,-3370.76,2629.78
613,2018-12-01,4225.71,724.43,314.9,22.45,2282.61,395.97,92.7,-2929.86,2349.78
614,2018-12-02,3518.91,750.76,404.49,24.96,1547.53,370.99,100.98,-2758.35,2100.46
615,2018-12-03,4121.54,979.71,185.7,17.36,2130.55,328.62,103.9,-2540.94,1891.3
616,2018-12-04,3774.78,895.79,207.7,36.38,1920.2,268.25,103.0,-2203.02,1564.89
617,2018-12-05,2376.44,587.1,177.3,8.13,1096.82,214.85,75.98,-1533.99,1176.91
618,2018-12-06,2908.2,720.56,260.6,24.98,1288.97,221.24,127.23,-2330.27,1823.11
619,2018-12-07,3804.53,771.35,380.4,23.46,1803.88,311.0,168.29,-2383.22,1849.88
620,2018-12-08,3523.4,980.62,245.6,16.33,1521.69,288.62,149.91,-2344.72,1797.22
621,2018-12-09,3530.83,617.77,228.7,28.15,1890.41,354.44,99.12,-2521.21,1952.74
622,2018-12-10,3185.42,714.83,295.5,22.74,1543.58,214.56,104.4,-2196.31,1756.69
623,2018-12-11,3401.56,720.23,81.8,18.91,1846.1,308.0,116.99,-2037.25,1523.09
624,2018-12-12,3187.94,630.54,78.9,17.07,1894.23,204.7,108.79,-2091.39,1704.95
625,2018-12-13,3327.32,877.92,160.7,19.34,1522.35,243.8,205.88,-1923.97,1570.5
626,2018-12-14,4255.15,1041.44,81.8,29.24,2187.82,358.16,169.57,-3455.02,2621.58
627,2018-12-15,4560.86,866.09,537.7,20.36,2244.89,311.04,165.89,-3933.97,3136.96
628,2018-12-16,3676.98,909.49,174.8,17.35,1850.84,304.11,85.86,-2762.81,2148.37
629,2018-12-17,4035.0,783.86,367.4,13.51,2029.72,299.25,192.34,-2980.84,2406.85
630,2018-12-18,3516.42,761.22,160.7,21.57,1900.19,212.38,140.39,-2133.52,1719.04
631,2018-12-19,3290.98,797.74,276.5,31.51,1468.37,252.79,164.56,-2416.64,1767.9
632,2018-12-20,3893.06,809.73,160.7,26.4,2215.86,241.11,85.71,-2760.11,2038.77
633,2018-12-21,4697.29,737.71,217.7,30.01,2748.01,300.4,236.07,-3487.13,2696.13
634,2018-12-22,5367.89,747.53,365.4,28.39,3146.84,352.19,239.22,-4267.79,3435.88
635,2018-12-23,4070.49,715.46,81.8,24.09,2014.77,731.24,133.01,-3080.28,2318.61
636,2018-12-24,5134.9,1328.64,313.4,40.99,2465.55,370.87,161.22,-3345.05,2525.44
638,2018-12-26,5289.69,804.28,194.8,91.44,3080.62,426.09,113.06,-2756.6,2199.36
639,2018-12-27,4275.88,761.81,368.5,54.58,2005.83,494.42,201.71,-2989.22,2403.15
640,2018-12-28,4223.27,739.89,211.6,27.77,2283.64,423.87,152.16,-3299.11,2570.24
641,2018-12-29,4366.21,964.39,257.6,34.4,2303.46,302.77,106.28,-2694.08,1960.21
642,2018-12-30,4044.68,706.77,234.6,29.7,2243.51,317.23,144.91,-2366.08,1835.16
643,2018-12-31,4039.2,873.89,59.9,28.07,2134.28,385.62,189.9,-2930.42,2258.95
644,2019-01-01,2915.21,701.26,227.6,20.02,1289.48,305.92,117.08,-1629.74,1246.66
645,2019-01-02,3687.4,739.25,241.5,17.9,1893.02,320.88,139.32,-2556.37,1936.26
646,2019-01-03,3967.25,900.17,160.7,38.33,2044.43,312.15,152.49,-2814.31,2008.71
647,2019-01-04,4494.41,884.37,290.6,42.81,2322.28,379.95,165.46,-2954.22,2459.96
648,2019-01-05,4557.65,827.59,471.2,31.71,2313.45,430.73,68.26,-3358.53,2549.59
649,2019-01-06,3231.01,756.75,473.2,23.56,1253.49,284.01,146.06,-2350.92,1895.32
650,2019-01-07,3726.2,1012.68,227.6,29.68,1681.57,299.14,136.48,-2632.78,2036.46
651,2019-01-08,3469.96,701.2,163.3,21.57,1761.0,364.15,142.97,-2204.37,1633.09
652,2019-01-09,3764.11,839.39,65.9,38.34,2021.82,342.2,120.42,-2264.11,1814.74
653,2019-01-10,3691.88,721.27,59.9,32.95,2081.57,310.64,149.68,-2346.49,1923.46
654,2019-01-11,4397.32,899.92,301.4,35.53,2155.1,374.16,231.07,-3302.21,2632.94
655,2019-01-12,4673.21,907.44,386.4,48.5,2422.72,323.29,159.71,-3551.08,2969.46
656,2019-01-13,3297.69,737.25,166.7,19.08,1612.12,319.55,146.06,-2413.06,1956.56
657,2019-01-14,3949.15,783.54,304.6,22.35,2100.23,260.52,118.59,-2739.03,1863.85
658,2019-01-15,3978.43,828.23,384.5,43.41,1838.74,345.16,176.4,-2766.57,2015.65
659,2019-01-16,3748.52,775.52,159.7,19.24,1968.46,350.89,133.61,-2299.41,1875.53
660,2019-01-17,3433.77,631.65,318.5,33.08,1623.17,403.56,115.31,-2444.31,2086.9
661,2019-01-18,4589.93,980.95,226.6,26.46,2403.2,303.78,231.35,-3654.79,2865.16
662,2019-01-19,5668.75,977.4,460.2,41.34,3030.05,418.44,225.63,-4018.61,3141.91
663,2019-01-20,3541.16,557.67,486.0,40.29,1696.92,315.96,122.15,-2708.66,2205.27
664,2019-01-21,3947.91,782.7,407.1,20.16,1950.54,290.77,137.43,-2795.49,2087.83
665,2019-01-22,3454.43,740.16,0.0,15.65,1868.22,402.95,113.16,-2352.06,1851.69
666,2019-01-23,3173.04,578.04,210.7,32.32,1701.14,215.62,146.47,-2367.46,1890.22
667,2019-01-24,3900.03,690.44,465.2,25.73,1840.25,342.06,181.54,-2812.7,2171.15
668,2019-01-25,3654.51,583.04,231.6,25.45,2122.84,278.94,182.76,-2533.5,1991.88
669,2019-01-26,4304.69,832.82,78.9,25.32,2418.38,413.65,144.0,-3369.59,2597.0
670,2019-01-27,3576.91,651.52,504.9,21.57,1619.72,351.19,100.32,-2845.23,2275.21
671,2019-01-28,3691.1,855.21,405.19,24.85,1625.43,317.47,127.21,-2591.1,2286.0
672,2019-01-29,4101.66,861.87,370.5,23.43,1882.89,463.43,126.33,-2378.23,1915.06
673,2019-01-30,3572.46,743.1,185.7,34.31,1644.49,503.07,144.24,-2590.61,2101.57
674,2019-01-31,4048.08,866.99,319.4,15.79,1866.6,444.82,166.21,-2669.2,2035.84
675,2019-02-01,4574.03,1071.59,314.6,44.48,2118.84,395.63,212.73,-3308.91,2529.93
676,2019-02-02,4409.39,923.47,144.3,44.63,2240.2,332.55,179.3,-3144.27,2461.65
677,2019-02-03,3143.29,668.21,100.0,28.98,1624.32,306.1,129.69,-2183.83,1740.35
678,2019-02-04,2714.14,650.06,79.9,62.64,1274.19,343.41,56.99,-1966.12,1462.41
679,2019-02-05,4332.26,727.8,659.77,19.24,1994.31,341.48,195.55,-3214.84,2544.29
680,2019-02-06,4591.11,915.89,468.2,26.67,2290.57,320.12,151.92,-3342.92,2634.22
681,2019-02-07,5841.24,1246.3,1003.6,32.55,2478.44,391.95,157.05,-4927.02,3804.33
682,2019-02-08,5624.46,1098.66,645.0,22.85,2538.63,532.84,274.79,-4304.34,3222.71
683,2019-02-09,2290.88,610.39,0.0,21.56,1164.26,192.58,93.64,-1500.19,1131.56
684,2019-02-10,3965.37,704.34,336.5,21.86,2190.14,261.34,90.42,-2865.27,2228.73
685,2019-02-11,3010.03,705.82,153.5,20.26,1331.94,309.18,215.45,-2393.77,1712.28
686,2019-02-12,3201.24,729.97,0.0,26.85,1777.19,267.88,108.04,-2194.62,1747.98
687,2019-02-13,3763.48,694.64,215.8,25.75,2107.31,293.95,114.89,-2899.47,2321.56
688,2019-02-14,3984.81,614.63,323.5,41.69,2127.87,283.27,231.27,-2801.41,2120.41
689,2019-02-15,5241.03,824.59,490.4,35.02,2843.09,326.25,245.22,-4393.7,3550.05
690,2019-02-16,3701.31,869.55,379.95,51.14,1673.37,206.83,185.21,-2760.67,2023.69
691,2019-02-17,3747.42,691.38,457.3,36.64,1772.24,312.56,136.39,-2952.44,2286.72
692,2019-02-18,3854.51,722.8,74.6,43.3,2141.28,321.9,199.9,-2923.82,2331.51
693,2019-02-19,3435.53,755.54,386.5,17.07,1561.6,249.26,152.95,-2842.2,2141.2
694,2019-02-20,3591.93,600.17,335.5,27.65,1932.44,229.32,140.03,-2799.37,2114.84
695,2019-02-21,4341.84,877.92,294.5,31.56,2158.18,371.73,212.89,-3634.18,2773.91
696,2019-02-22,4304.93,863.76,213.7,17.25,2257.5,308.27,252.85,-3487.13,2542.93
697,2019-02-23,4897.91,864.0,476.4,41.54,2634.41,323.67,112.22,-3643.91,2571.99
698,2019-02-24,3061.94,439.23,138.8,20.31,1766.97,312.73,105.35,-2513.36,1800.08
699,2019-02-25,4435.36,873.56,396.1,36.55,2139.59,376.09,209.93,-2994.06,2202.23
700,2019-02-26,3640.69,752.83,302.4,21.19,1871.82,240.12,121.06,-2867.0,2172.14
701,2019-02-27,4466.86,709.76,0.0,26.25,2948.39,251.01,125.04,-3967.5,3007.39
702,2019-02-28,4154.27,681.01,318.6,56.91,2211.5,325.62,182.66,-2870.79,2284.99
703,2019-03-01,5144.82,1108.19,303.6,23.1,2553.12,366.18,322.57,-3699.93,2903.98
704,2019-03-02,4967.47,1315.88,430.3,51.18,2223.49,290.32,204.41,-3944.41,3142.57
705,2019-03-03,3478.47,592.14,160.7,33.49,1796.12,374.77,204.78,-2519.84,1931.24
706,2019-03-04,4276.68,680.65,235.3,19.51,2548.79,253.96,149.27,-3035.3,2254.93
707,2019-03-05,3999.64,875.19,327.6,29.34,1976.57,311.1,115.95,-2699.08,2069.54
708,2019-03-06,3095.3,597.63,220.6,22.46,1623.42,258.95,88.79,-2136.37,1596.1
709,2019-03-07,3811.44,863.09,281.5,42.71,1728.71,302.61,246.06,-3094.17,2469.6
710,2019-03-08,4561.64,847.99,159.7,30.77,2535.09,404.56,168.5,-3866.29,2975.88
711,2019-03-09,4395.0,712.77,378.5,46.96,2299.1,392.67,165.14,-3129.91,2437.95
712,2019-03-10,3055.85,703.31,78.9,30.89,1675.34,174.12,115.25,-2308.4,1699.03
713,2019-03-11,4202.41,896.14,163.8,27.68,2334.02,235.51,162.94,-3413.65,2567.62
714,2019-03-12,3823.11,792.55,240.6,28.78,1836.99,319.43,256.88,-2735.56,2086.1
715,2019-03-13,3536.16,593.36,321.6,50.97,1784.88,277.54,186.02,-2926.92,2209.75
716,2019-03-14,4064.47,899.76,277.5,29.43,2071.08,258.99,157.93,-2842.46,2118.85
717,2019-03-15,5028.89,1127.24,302.4,34.22,2520.72,368.62,218.1,-4005.26,3061.84
718,2019-03-16,4223.65,944.83,250.6,29.35,2077.44,401.01,186.15,-2811.41,2116.11
719,2019-03-17,4170.99,699.21,708.9,37.15,1938.58,242.4,165.27,-3663.82,2790.13
720,2019-03-18,3684.71,768.91,248.7,37.32,1713.93,429.5,151.06,-2117.9,1567.15
721,2019-03-19,4256.79,919.35,78.9,55.59,2266.59,383.19,135.89,-2994.77,2294.33
722,2019-03-20,4399.72,833.7,417.4,63.56,2207.51,344.15,133.1,-3465.27,2626.42
723,2019-03-21,3773.23,892.43,0.0,39.83,2008.35,320.32,168.97,-2551.36,1929.02
724,2019-03-22,4619.21,812.99,357.5,49.43,2298.68,429.91,250.48,-3622.17,2790.57
725,2019-03-23,4759.84,983.86,344.4,31.24,2510.41,334.28,122.58,-4122.98,3142.77
726,2019-03-24,3159.0,711.96,292.7,29.98,1554.69,206.27,75.99,-2685.94,2001.1
727,2019-03-25,5574.46,879.98,627.7,56.17,2975.36,312.48,214.98,-4151.13,3226.96
728,2019-03-26,4657.96,978.37,142.6,40.6,2602.44,351.39,118.82,-3503.83,2540.96
729,2019-03-27,3051.2,663.24,245.3,19.81,1422.61,284.72,140.08,-2390.52,1846.78
730,2019-03-28,3839.91,938.17,0.0,49.25,2145.7,257.67,99.75,-2849.82,2150.32
731,2019-03-29,5061.26,994.23,553.0,36.42,2512.37,334.38,170.45,-4279.1,3284.85
732,2019-03-30,4569.45,905.52,480.3,47.55,2310.7,292.69,117.0,-3328.17,2607.89
733,2019-03-31,3759.13,519.0,418.7,44.2,2146.36,189.93,98.95,-2329.06,1748.91
734,2019-04-01,5244.95,1002.9,308.5,47.42,2727.32,506.32,175.24,-4121.6,3124.66
735,2019-04-02,3996.82,781.04,154.0,34.16,2144.5,363.27,156.24,-2755.26,2314.62
736,2019-04-03,3683.87,865.22,319.4,32.52,1638.56,329.13,172.34,-3189.48,2462.46
737,2019-04-04,4428.55,795.97,165.8,27.31,2556.95,279.72,199.87,-2925.48,2271.1
738,2019-04-05,5175.63,999.6,600.1,49.76,2568.11,274.59,212.69,-4322.77,3271.61
739,2019-04-06,4441.29,886.09,181.7,33.51,2374.7,368.48,195.72,-2487.39,1783.86
740,2019-04-07,3649.07,687.57,556.8,32.34,1634.13,257.79,148.46,-2775.02,2166.8
741,2019-04-08,3781.24,619.67,220.8,42.24,2058.71,339.87,155.9,-2686.7,1970.22
742,2019-04-09,4507.51,830.13,486.6,32.11,2383.62,231.9,133.12,-3371.87,2491.47
743,2019-04-10,4074.36,847.5,484.1,20.98,1869.1,338.63,143.41,-3348.85,2561.41
744,2019-04-11,4676.88,809.05,511.9,32.91,2419.11,311.39,173.09,-3973.56,2856.42
745,2019-04-12,5013.09,970.14,239.3,32.45,2775.52,341.34,198.29,-3551.29,2718.81
746,2019-04-13,4646.36,817.76,238.1,29.54,2381.85,470.77,285.62,-3408.73,2609.74
747,2019-04-14,3702.49,702.22,375.0,21.95,1826.51,303.58,136.4,-3089.44,2338.01
748,2019-04-15,4359.41,805.1,272.2,39.73,2204.94,475.07,163.74,-3486.05,2635.17
749,2019-04-16,3588.82,716.76,303.4,29.92,1705.92,291.63,84.98,-2537.61,1959.72
750,2019-04-17,4531.42,1012.82,245.1,39.48,2398.54,280.08,143.16,-3431.33,2749.42
751,2019-04-18,3387.43,1000.24,105.4,31.17,1490.05,296.75,155.73,-2357.92,1761.22
752,2019-04-19,4549.51,941.85,248.5,38.13,2398.75,300.89,207.52,-3229.43,2351.26
753,2019-04-20,4337.41,955.14,483.1,50.84,1778.58,470.54,204.55,-3213.68,2460.93
754,2019-04-21,3243.22,521.25,161.7,30.47,1793.99,354.77,85.97,-2616.16,2020.92
755,2019-04-22,4382.28,777.57,218.6,51.06,2369.23,380.63,186.5,-3282.15,2233.5
756,2019-04-23,4001.93,774.16,155.3,34.51,2009.62,417.24,236.12,-2999.81,2219.28
757,2019-04-24,3741.32,670.82,155.8,42.21,1977.63,400.55,153.87,-2661.35,2112.33
758,2019-04-25,5030.01,962.92,284.7,37.21,2777.3,265.56,247.75,-3910.74,2963.25
759,2019-04-26,4827.95,907.5,150.7,34.72,2722.18,327.21,246.41,-4469.42,3436.81
760,2019-04-27,4421.54,1137.32,343.5,42.1,1764.08,481.13,251.1,-3221.54,2503.35
761,2019-04-28,4515.34,797.55,731.2,30.32,2138.86,265.4,141.28,-4168.85,3009.56
762,2019-04-29,3557.74,666.93,154.4,29.43,1811.57,344.19,227.52,-2591.46,1957.13
763,2019-04-30,4152.99,728.62,221.6,21.78,2236.38,400.87,165.91,-3322.22,2556.1
764,2019-05-01,4919.98,950.42,232.6,31.84,2689.09,393.15,174.34,-4118.46,3096.34
765,2019-05-02,4814.85,922.81,323.4,53.44,2390.95,430.55,255.7,-4070.09,3100.9
766,2019-05-03,5178.76,994.64,141.8,38.26,2809.21,526.63,196.09,-3472.57,2631.62
767,2019-05-04,4303.11,1009.6,239.4,43.31,2143.19,298.39,177.72,-3262.16,2495.78
768,2019-05-05,3378.04,620.33,82.7,25.09,1891.08,355.86,95.63,-2046.4,1557.72
769,2019-05-06,4099.66,917.11,335.3,40.05,2025.09,274.04,140.55,-3016.23,2373.53
770,2019-05-07,4606.0,1072.26,651.8,42.02,1829.24,360.76,230.5,-3181.21,2396.52
771,2019-05-08,3681.13,865.03,250.7,33.01,1739.48,259.07,209.64,-2558.54,1966.03
772,2019-05-09,3624.36,922.91,238.5,32.77,1578.01,312.74,209.64,-2359.64,1796.28
773,2019-05-10,5070.91,1066.49,403.8,48.3,2464.29,403.79,234.89,-3763.97,2881.95
774,2019-05-11,4178.4,938.29,248.1,29.02,1990.41,353.95,238.48,-2974.15,2263.34
775,2019-05-12,3170.4,793.01,59.9,17.37,1547.67,355.54,108.47,-1938.84,1413.95
776,2019-05-13,4202.03,723.68,391.9,27.28,2013.54,336.18,327.18,-3407.39,2589.04
777,2019-05-14,3808.1,744.31,234.6,34.68,1908.72,404.11,135.23,-2298.33,1670.04
778,2019-05-15,4308.51,915.98,475.4,23.54,1969.95,381.95,150.63,-3789.74,2887.73
779,2019-05-16,3948.19,882.76,401.1,36.56,1687.33,401.26,180.0,-3112.77,2446.7
780,2019-05-17,4988.9,1028.08,369.5,25.38,2503.29,374.76,225.51,-3743.55,2850.91
781,2019-05-18,5134.75,898.2,299.3,46.41,2774.82,433.67,215.17,-3699.12,2877.9
782,2019-05-19,3484.74,796.07,380.3,36.69,1485.72,345.34,139.46,-2865.58,2304.93
783,2019-05-20,3982.23,830.47,244.0,18.5,1991.46,389.8,144.66,-2845.1,2229.02
784,2019-05-21,3929.08,785.49,105.4,51.5,2160.96,356.62,111.64,-2629.04,2008.85
785,2019-05-22,3820.71,828.04,343.7,19.8,1764.71,345.79,161.84,-2577.03,1898.41
786,2019-05-23,4819.86,831.23,583.0,36.67,2262.23,455.17,213.08,-3219.43,2463.39
787,2019-05-24,5349.56,1220.53,294.5,40.53,2690.31,364.3,269.75,-4339.75,3325.77
788,2019-05-25,4895.68,1118.7,627.0,17.31,2281.35,275.66,130.35,-3387.12,2537.39
789,2019-05-26,3355.53,775.38,177.7,45.4,1601.72,253.12,195.89,-2464.24,1772.37
790,2019-05-27,4771.29,1215.3,307.5,28.56,2132.63,448.04,219.18,-3374.01,2574.99
791,2019-05-28,4133.83,726.95,388.6,21.31,2211.8,275.73,133.36,-2902.58,2255.88
792,2019-05-29,3815.79,870.03,342.9,25.66,1938.98,187.92,103.15,-2733.95,2089.82
793,2019-05-30,3998.29,819.16,0.0,34.44,2089.78,477.03,214.09,-2896.38,2187.65
794,2019-05-31,5002.15,1227.04,477.1,47.34,2082.59,467.55,245.43,-3706.24,2825.08
795,2019-06-01,5689.54,1183.02,883.2,46.14,2506.33,356.46,196.86,-4280.81,3297.59
796,2019-06-02,3979.49,815.79,221.6,32.31,2158.37,243.75,145.61,-3193.6,2514.62
797,2019-06-03,4237.67,1118.45,235.1,30.7,1981.5,385.64,100.74,-3673.03,2945.78
798,2019-06-04,4409.02,871.03,0.0,22.72,2490.95,427.51,191.68,-2686.9,1973.27
799,2019-06-05,4705.69,930.46,135.7,34.2,2579.54,434.22,163.21,-3495.4,2454.27
800,2019-06-06,4655.42,949.01,307.1,36.41,2277.26,378.53,283.27,-3256.44,2467.59
801,2019-06-07,6241.68,997.52,546.2,47.52,3309.76,499.71,216.89,-4308.67,3359.06
802,2019-06-08,5260.14,881.77,557.1,21.11,2807.87,286.09,227.69,-3813.02,2937.31
803,2019-06-09,4510.62,1015.14,492.0,43.87,1898.49,454.97,195.78,-3631.37,2768.47
804,2019-06-10,4307.62,1109.96,85.9,31.0,2110.14,367.97,217.58,-3124.75,2477.61
805,2019-06-11,3876.05,968.76,0.0,34.86,1894.83,443.43,181.56,-2650.67,1959.16
806,2019-06-12,4720.4,958.83,438.8,27.13,2284.52,359.33,222.34,-3327.87,2562.71
807,2019-06-13,3779.65,1015.49,249.0,24.92,1650.46,278.05,223.78,-2691.82,2110.34
808,2019-06-14,5329.2,1083.64,440.8,48.02,2602.4,405.47,264.02,-4174.07,3273.55
809,2019-06-15,5912.23,1031.48,563.2,55.17,3143.78,407.6,173.16,-4757.13,3651.89
810,2019-06-16,3945.1,623.83,483.8,27.93,2077.4,272.92,100.32,-2922.02,2291.19
811,2019-06-17,4246.96,1025.41,242.5,28.46,2039.02,350.33,174.85,-2916.43,2264.13
812,2019-06-18,4446.52,817.32,425.1,33.87,2255.14,348.91,161.67,-3302.99,2515.96
813,2019-06-19,3575.16,828.05,0.0,28.68,2069.62,175.79,147.81,-2370.44,1770.04
814,2019-06-20,5143.69,1126.35,478.3,34.43,2446.43,417.02,173.19,-4255.99,2730.65
815,2019-06-21,5161.31,1092.65,514.2,59.05,2484.54,302.7,238.63,-3729.21,2868.58
816,2019-06-22,4728.4,941.18,318.4,24.03,2436.21,384.91,183.53,-3616.17,2759.6
817,2019-06-23,3492.04,601.37,161.7,15.73,1824.73,416.32,154.56,-2717.6,1964.11
818,2019-06-24,4505.11,859.67,293.1,49.22,2348.04,396.66,148.51,-3501.86,2600.36
819,2019-06-25,3625.35,811.46,304.3,35.17,1702.86,317.43,124.34,-2481.93,1982.44
820,2019-06-26,4497.42,993.73,79.9,23.01,2478.95,352.73,159.96,-3617.33,2791.73
821,2019-06-27,5048.04,1241.96,437.2,55.23,2274.9,375.78,203.8,-4220.8,3210.86
822,2019-06-28,5804.65,1018.14,729.7,38.76,2789.33,409.24,291.46,-4795.38,3694.47
823,2019-06-29,5269.3,1018.16,383.5,32.8,2715.85,444.48,195.04,-3789.66,2935.43
824,2019-06-30,3933.56,777.99,324.3,43.71,1901.04,409.02,119.66,-3383.47,2562.28
825,2019-07-01,4124.5,790.17,321.5,35.39,1967.16,446.05,188.98,-2983.01,2250.98
826,2019-07-02,4408.87,968.03,82.7,33.33,2214.86,513.05,195.74,-3198.74,2306.09
827,2019-07-03,5298.3,1038.57,481.1,47.16,2531.25,552.97,165.21,-4832.64,3693.23
828,2019-07-04,4449.87,1066.98,247.6,22.06,2185.33,315.3,207.8,-3459.75,2810.43
829,2019-07-05,5503.19,892.1,260.7,36.81,3040.7,563.05,152.71,-3944.18,3017.27
830,2019-07-06,4973.5,1026.19,159.5,28.09,2517.43,472.55,317.18,-3708.35,2870.84
831,2019-07-07,3541.23,732.7,610.39,22.37,1510.6,228.21,114.79,-2464.69,1900.65
832,2019-07-08,4762.85,1244.8,263.5,23.85,2191.8,370.31,235.26,-3232.6,2467.32
833,2019-07-09,4398.25,954.36,607.4,34.39,2075.96,220.09,105.91,-3374.08,2575.97
834,2019-07-10,5191.48,859.87,919.4,30.01,2331.7,391.77,186.44,-4091.36,3140.5
835,2019-07-11,4279.25,888.13,424.0,32.2,1967.71,334.71,247.33,-3032.3,2293.28
836,2019-07-12,4903.79,1095.58,250.4,31.82,2562.88,333.39,183.54,-4023.66,3027.79
837,2019-07-13,5462.6,950.17,647.3,41.67,2620.05,493.41,213.01,-4362.45,3212.49
838,2019-07-14,4250.3,930.86,232.0,29.8,2256.49,260.17,154.23,-3150.2,2377.98
839,2019-07-15,5396.34,1052.68,271.2,36.04,3025.94,341.09,178.49,-4051.5,3107.49
840,2019-07-16,5003.12,824.56,233.5,35.91,2883.05,386.55,184.37,-3592.42,2750.95
841,2019-07-17,3567.05,777.69,220.7,15.55,1759.72,319.38,149.42,-2851.94,2184.28
842,2019-07-18,4471.06,1004.0,229.4,20.91,2294.35,434.15,183.12,-3354.43,2577.13
