,dates,total,pack,carton,grcy,misc_total,vape,tobacco,beer,main,card
797,2020-06-02,4448.09,863.46,535.7,22.12,2449.2200000000003,0.0,111.89,68.94,-3817.93,2624.13
798,2020-06-03,5239.01,632.5,469.7,35.61,3424.99,0.0,101.93,92.38,-3998.92,3163.5
799,2020-06-04,4614.38,738.07,499.7,28.78,2422.3199999999997,0.0,315.29,190.48,-3827.08,2681.26
800,2020-06-05,6010.1,643.71,808.9,37.3,3541.02,0.0,262.81,169.73,-5020.1,3892.77
801,2020-06-06,4824.3,741.82,328.1,33.77,2915.5,0.0,189.16,177.13,-3889.19,3020.15
802,2020-06-07,4037.82,658.02,424.4,24.82,2349.04,0.0,130.39,83.9,-3506.66,2703.88
803,2020-06-08,3901.1,575.82,487.5,26.29,2146.9199999999996,0.0,215.74,93.99,-3233.99,2382.58
804,2020-06-09,3352.38,458.08,160.8,44.78,2124.9,0.0,205.44,53.43,-2704.91,1898.2
805,2020-06-10,3753.58,617.56,325.4,14.27,2089.79,0.0,245.48,119.63,-3185.52,2350.63
806,2020-06-11,5589.42,580.49,833.4,44.4,3191.68,0.0,355.83,75.26,-4456.36,3392.65
807,2020-06-12,4800.94,676.1,203.4,31.74,3147.96,0.0,196.05,109.02,-3800.94,2930.64
808,2020-06-13,4817.86,750.56,491.6,18.12,2786.91,0.0,220.74,111.69,-3823.91,3080.38
809,2020-06-14,3368.08,597.3,288.0,22.82,1948.93,0.0,147.62,57.08,-2915.95,2228.03
810,2020-06-15,4635.59,630.37,318.0,27.97,2779.7299999999996,0.0,254.96,102.94,-3752.24,2966.26
811,2020-06-16,4001.42,602.89,244.4,25.23,2520.6200000000003,0.0,153.36,90.98,-3106.58,2156.02
812,2020-06-17,4225.07,478.6,534.1,19.51,2576.35,0.0,140.56,91.7,-3591.02,2687.43
813,2020-06-18,4291.94,495.03,584.8,36.91,2522.33,0.0,174.18,88.32,-3818.88,2997.51
814,2020-06-19,6626.1,810.56,490.6,55.87,4284.22,0.0,211.96,170.27,-5240.0,3868.48
815,2020-06-20,4506.09,434.79,758.8,38.39,2649.73,0.0,122.99,91.51,-3807.63,2721.94
816,2020-06-21,3796.67,503.09,304.3,21.27,2321.45,0.0,272.19,99.63,-3300.59,2618.4
817,2020-06-22,4343.11,646.22,571.7,56.88,2385.1099999999997,0.0,206.27,81.92,-3565.53,2734.03
818,2020-06-23,4896.67,711.47,269.0,42.73,3118.16,0.0,177.42,132.55,-4126.61,3385.5
819,2020-06-24,3068.84,586.14,185.0,26.3,1681.72,0.0,226.68,83.87,-2215.18,1755.09
820,2020-06-25,4796.57,512.78,864.0,35.88,2733.0299999999997,0.0,124.48,90.19,-3819.24,2825.74
821,2020-06-26,5038.93,763.58,325.3,42.65,3192.6299999999997,0.0,163.47,93.01,-4114.86,3220.3
822,2020-06-27,6630.49,704.11,1190.6,41.18,3724.17,0.0,254.83,112.59,-5475.38,4248.37
823,2020-06-28,4387.26,460.91,663.5,15.81,2650.7999999999997,0.0,132.39,64.87,-4277.24,3365.52
824,2020-06-29,3507.98,492.75,409.7,22.0,2075.14,0.0,138.52,50.78,-2945.36,2377.67
825,2020-06-30,4368.71,625.16,248.9,16.67,2777.55,0.0,170.46,132.63,-3345.66,2579.81
826,2020-07-01,5845.94,775.59,677.2,33.68,3270.7099999999996,0.0,404.78,152.27,-4690.87,3646.32
827,2020-07-02,6443.33,833.02,527.8,68.64,4183.92,0.0,138.14,105.78,-5783.22,4505.83
828,2020-07-03,5317.03,892.06,578.5,48.06,2956.0,0.0,202.67,156.14,-4491.98,3508.11
829,2020-07-04,5220.55,538.72,934.5,40.52,2943.0,0.0,142.91,146.07,-4043.28,3241.28
830,2020-07-05,2873.41,444.57,312.6,17.93,1589.06,0.0,174.24,73.68,-2873.41,2026.18
831,2020-07-06,4441.5,680.7,245.4,20.13,2859.53,0.0,141.79,90.0,-3784.53,2593.23
832,2020-07-07,4459.34,614.1,435.5,34.63,2743.26,0.0,115.84,110.43,-3689.3,2898.96
833,2020-07-08,3915.42,667.81,86.9,22.61,2431.6,0.0,197.52,152.86,-3475.39,2729.1
834,2020-07-09,4770.81,576.62,1065.1,34.31,2283.23,0.0,259.84,117.76,-4055.73,3215.91
835,2020-07-10,5783.47,765.62,503.9,39.58,3442.1299999999997,0.0,379.17,127.04,-5013.42,3889.35
836,2020-07-11,4731.58,677.91,414.2,20.2,2844.69,0.0,261.99,82.22,-3906.45,2983.4
837,2020-07-12,4670.64,592.04,591.7,32.38,2830.2599999999998,0.0,84.36,115.08,-3867.66,3235.79
838,2020-07-13,4467.73,508.0,385.2,23.02,2894.46,0.0,161.72,88.97,-3433.67,2604.97
839,2020-07-14,3357.37,630.19,334.4,37.23,1804.79,0.0,123.12,122.23,-2752.3,2156.6
840,2020-07-15,4130.64,601.74,385.9,31.8,2454.49,0.0,124.7,156.3,-3580.61,2966.49
841,2020-07-16,3669.94,596.79,556.7,42.55,1786.45,0.0,285.64,67.99,-3038.95,2320.88
842,2020-07-17,5488.01,863.66,250.4,16.16,3468.0899999999997,0.0,194.46,196.08,-4992.93,3927.64
843,2020-07-18,5566.83,580.85,883.8,17.16,3093.09,0.0,345.18,140.5,-4851.8,3612.06
844,2020-07-19,4186.58,447.5,422.2,37.67,2658.33,0.0,168.74,71.33,-3637.3,2736.04
845,2020-07-20,4194.76,618.81,570.6,20.84,2323.25,0.0,192.25,87.47,-3534.71,2558.09
846,2020-07-21,4702.28,658.6,559.1,30.13,2601.68,0.0,305.65,119.39,-3987.18,3128.87
847,2020-07-22,6054.75,719.9,826.3,21.99,3648.2,0.0,198.81,88.9,-5284.62,4038.91
848,2020-07-23,4768.2,566.9,80.9,28.65,3302.29,0.0,252.59,103.15,-3833.14,2945.24
849,2020-07-24,6079.64,1090.19,320.8,33.1,3768.98,0.0,118.86,194.72,-5155.58,3873.8
850,2020-07-25,4765.0,576.03,573.3,18.98,2866.52,0.0,201.25,95.57,-4214.93,3228.33
851,2020-07-26,3617.91,479.6,424.9,14.61,2069.7599999999998,0.0,198.23,101.75,-2884.18,2173.13
852,2020-07-27,4365.74,572.51,732.7,25.43,2334.96,0.0,229.27,73.75,-3885.78,2945.36
853,2020-07-28,4397.95,628.78,236.7,27.13,2804.77,0.0,160.86,139.71,-3297.92,2565.55
854,2020-07-29,5471.52,450.6,621.9,39.65,3621.8599999999997,0.0,164.05,75.85,-5471.52,3911.87
855,2020-07-30,4805.09,695.54,424.9,37.24,2857.47,0.0,237.25,115.65,-3815.05,2909.42
856,2020-07-31,4812.84,738.98,224.4,51.74,2888.69,0.0,325.26,146.03,-4207.79,3126.52
857,2020-08-01,5401.94,744.12,674.4,37.67,3135.4,0.0,156.63,162.41,-4796.91,3622.91
858,2020-08-02,4607.69,588.69,250.0,42.65,2882.12,0.0,245.07,180.05,-3681.09,2747.72
859,2020-08-03,4968.67,613.19,922.4,39.82,2671.94,0.0,168.22,101.18,-4033.62,3001.79
860,2020-08-04,4151.41,617.18,364.4,47.13,2510.18,0.0,175.64,59.26,-3766.35,2800.06
861,2020-08-05,5775.39,570.37,901.5,36.71,3397.77,0.0,214.61,129.12,-5182.88,3955.01
862,2020-08-06,4749.3,654.44,503.2,32.02,2774.6299999999997,0.0,261.75,91.27,-3704.2,2745.18
863,2020-08-07,5571.63,662.04,899.0,35.35,3089.62,0.0,292.76,86.11,-4526.53,3474.97
864,2020-08-08,5803.8,705.54,575.3,37.81,3649.22,0.0,168.69,139.43,-5198.71,3833.87
865,2020-08-09,3537.18,579.27,506.0,28.66,1890.0,0.0,73.17,138.38,-2877.13,2191.23
866,2020-08-10,4993.94,608.91,577.1,49.18,2975.56,0.0,196.82,132.1,-4278.89,3232.32
867,2020-08-11,4125.71,548.79,81.8,13.87,2827.27,0.0,138.28,140.42,-2955.01,2228.67
868,2020-08-12,4225.06,509.74,342.5,46.77,2501.75,0.0,381.87,58.13,-4225.06,2891.27
869,2020-08-13,4682.25,532.0,821.4,13.63,2490.7099999999996,0.0,311.31,87.36,-4187.2,3370.06
870,2020-08-14,5808.43,1070.84,393.6,37.47,3352.29,0.0,279.57,146.37,-4983.37,3789.32
871,2020-08-15,6062.14,689.38,534.2,60.21,3709.24,0.0,360.85,156.97,-4239.93,3395.72
872,2020-08-16,3870.74,492.76,431.8,31.96,2287.2099999999996,0.0,136.04,138.9,-3526.46,2866.29
873,2020-08-17,4304.84,568.08,393.4,33.51,2550.8999999999996,0.0,196.98,170.44,-3542.07,2722.05
874,2020-08-18,3494.4,685.11,81.8,20.06,2186.41,0.0,91.85,111.25,-2944.36,2319.81
875,2020-08-19,3688.09,670.83,671.5,16.87,1766.8700000000001,0.0,89.48,137.08,-3358.07,2601.9
876,2020-08-20,4822.39,620.11,674.5,41.71,2771.95,0.0,118.21,157.29,-4107.35,3262.63
877,2020-08-21,5819.43,820.15,479.7,36.36,3521.92,0.0,269.09,162.89,-4719.38,3573.7
878,2020-08-22,4689.38,551.87,163.6,41.6,3191.75,0.0,220.66,101.95,-4148.73,3342.52
879,2020-08-23,3546.8,605.57,625.2,15.58,1783.18,0.0,130.34,64.32,-3216.77,2690.91
880,2020-08-24,3735.43,533.06,432.8,23.47,2226.86,0.0,119.7,59.79,-2855.4,2055.18
881,2020-08-25,4338.43,791.58,326.2,30.19,2423.88,0.0,224.84,147.08,-3128.38,2332.55
882,2020-08-26,3479.34,569.99,286.1,19.72,1988.5500000000002,0.0,220.22,78.26,-2929.32,2178.08
883,2020-08-27,5298.87,884.29,163.6,30.18,3417.65,0.0,190.15,130.97,-4366.82,3466.86
884,2020-08-28,5247.01,686.87,530.1,29.41,3022.12,0.0,307.16,194.1,-4259.61,3268.32
885,2020-08-29,4876.25,588.68,770.7,29.6,2647.3399999999997,0.0,240.78,155.63,-3996.2,3272.86
886,2020-08-30,3854.15,662.0,505.7,38.38,1875.98,0.0,302.48,119.11,-2932.33,2325.5
887,2020-08-31,5150.89,626.44,583.3,20.36,3098.9399999999996,0.0,267.58,85.78,-4600.86,3695.7
888,2020-09-01,3774.87,556.73,525.7,20.0,2026.1100000000001,0.0,149.43,153.52,-3224.84,2493.6
889,2020-09-02,4795.94,631.84,649.0,27.04,2649.42,0.0,300.75,101.68,-3970.89,3096.9
890,2020-09-03,4944.51,702.86,481.2,55.5,2823.44,0.0,314.79,117.05,-4449.48,3439.45
891,2020-09-04,5614.81,738.95,692.1,27.62,3174.66,0.0,286.27,184.59,-4294.78,3362.12
892,2020-09-05,4766.21,638.76,332.6,67.92,3096.6499999999996,0.0,133.87,62.98,-3943.16,3065.33
893,2020-09-06,3947.01,630.13,426.3,12.73,2343.55,0.0,93.7,81.68,-3451.98,2704.64
894,2020-09-07,5260.69,754.39,286.1,27.31,3478.64,0.0,136.06,99.76,-4441.22,3605.44
895,2020-09-08,4526.61,841.75,249.1,50.31,2699.91,0.0,150.41,123.43,-3646.59,2902.68
896,2020-09-09,6224.74,881.71,1162.0,31.45,3171.82,0.0,282.76,128.94,-5124.69,3957.16
897,2020-09-10,4135.2,654.28,425.8,22.94,2398.12,0.0,99.3,158.62,-3915.15,3006.52
898,2020-09-11,5569.86,963.96,743.2,38.86,2988.98,0.0,197.84,130.42,-5239.83,4111.12
899,2020-09-12,4437.65,727.04,560.1,26.87,2351.05,0.0,231.54,137.42,-3997.61,3045.97
900,2020-09-13,4152.25,606.64,418.8,21.61,2524.28,0.0,174.71,28.6,-3437.21,2573.23
901,2020-09-14,4030.45,733.52,257.8,22.44,2288.53,0.0,238.02,123.6,-2812.41,2143.04
902,2020-09-15,3910.4,803.7,410.8,15.0,2018.98,0.0,217.28,89.02,-3322.46,2431.48
903,2020-09-16,4410.39,610.92,248.1,40.65,2804.79,0.0,190.99,113.83,-3635.94,2893.46
904,2020-09-17,4697.82,537.37,360.6,41.61,3009.4199999999996,0.0,240.27,81.25,-4423.97,3714.76
905,2020-09-18,5609.3,957.72,712.0,38.03,3017.41,0.0,290.84,83.15,-4564.29,3474.58
906,2020-09-19,5096.89,642.17,401.2,34.96,3215.01,0.0,209.71,130.32,-4381.87,3398.21
907,2020-09-20,3948.25,450.56,510.3,39.93,2414.62,0.0,90.96,82.79,-3628.04,3018.46
908,2020-09-21,5241.21,701.24,591.8,39.27,3169.07,0.0,210.55,52.61,-4427.17,3433.42
909,2020-09-22,3845.74,641.3,331.3,43.02,2160.93,0.0,224.08,95.79,-3131.2,2540.72
910,2020-09-23,5798.43,648.5,638.9,33.4,3712.9399999999996,0.0,148.28,89.09,-4918.4,3744.0
911,2020-09-24,5378.88,785.83,250.9,36.63,3576.6099999999997,0.0,153.62,86.09,-3728.86,2729.8
912,2020-09-25,4932.81,836.66,378.5,45.52,2834.4900000000002,0.0,289.0,100.03,-4043.22,3033.2
913,2020-09-26,4882.55,735.49,218.9,19.19,3236.14,0.0,127.79,100.96,-3892.52,3055.66
914,2020-09-27,4919.75,564.37,414.4,41.81,3199.65,0.0,125.51,126.57,-4152.38,3276.14
915,2020-09-28,4002.49,538.58,321.3,24.76,2462.66,0.0,156.7,134.58,-3012.45,2248.91
916,2020-09-29,4900.93,918.23,714.6,45.71,2513.96,0.0,142.16,120.57,-3756.91,2786.25
917,2020-09-30,4342.85,602.71,616.0,32.92,2407.52,0.0,214.82,73.97,-3957.85,3089.06
918,2020-10-01,4085.46,642.18,357.9,24.01,2349.3,0.0,209.27,131.21,-3535.44,2509.02
919,2020-10-02,6000.63,729.65,493.3,28.97,3789.04,0.0,337.4,76.57,-5175.6,3923.39
920,2020-10-03,5489.88,615.47,930.0,21.67,3190.95,0.0,129.17,103.42,-5489.88,4411.45
921,2020-10-04,3298.08,558.11,177.7,40.29,1928.82,0.0,216.02,77.23,-2748.08,2169.31
922,2020-10-05,4256.33,927.93,308.0,26.31,2258.68,0.0,203.74,144.53,-3596.32,2808.03
923,2020-10-06,4320.83,506.94,360.7,27.91,2691.23,0.0,280.88,60.18,-3469.88,2786.93
924,2020-10-07,5113.14,717.23,850.8,33.02,2617.71,0.0,302.64,126.75,-4563.1,3531.22
925,2020-10-08,5164.91,694.35,345.4,11.15,3380.06,0.0,142.76,121.5,-3514.9,2630.5
926,2020-10-09,5809.82,818.12,165.0,24.27,4000.14,0.0,203.58,70.38,-5369.8,4209.77
927,2020-10-10,4505.08,679.92,332.7,19.34,2790.1,0.0,199.87,73.43,-3790.05,2905.73
928,2020-10-11,3921.67,561.04,615.0,24.11,2201.77,0.0,152.75,10.35,-3201.64,2545.54
929,2020-10-12,4736.14,559.27,594.4,38.14,2888.6099999999997,0.0,154.5,70.54,-3443.6,2566.09
930,2020-10-13,4082.43,622.26,425.8,25.17,2456.83,0.0,136.72,44.43,-3972.43,3173.08
931,2020-10-14,4126.25,490.67,308.0,43.03,2713.53,0.0,147.45,48.3,-3466.22,2787.75
932,2020-10-15,5439.88,646.93,841.2,32.28,3131.0699999999997,0.0,192.48,101.16,-4779.86,3870.77
933,2020-10-16,5319.04,866.43,261.3,47.74,3343.92,0.0,152.15,163.79,-4439.03,3451.24
934,2020-10-17,4139.63,617.82,485.7,13.62,2386.39,0.0,182.5,77.16,-3314.61,2467.78
935,2020-10-18,3398.18,400.32,194.3,14.05,2313.26,0.0,124.52,42.67,-2822.89,2248.77
936,2020-10-19,4071.26,578.02,524.4,26.05,2370.2,0.0,133.91,68.37,-3191.23,2377.64
937,2020-10-20,3547.28,439.76,562.7,23.77,1945.79,0.0,197.13,55.51,-3176.85,2564.25
938,2020-10-21,3170.02,792.89,81.8,27.76,1802.1,0.0,129.58,47.56,-2870.02,2177.35
939,2020-10-22,4732.29,607.43,498.5,43.37,2787.7599999999998,0.0,294.76,70.14,-4292.26,3399.16
940,2020-10-23,4896.0,608.52,147.6,23.26,3427.6,0.0,185.42,58.36,-4345.97,3296.07
941,2020-10-24,3757.71,500.1,222.8,9.54,2306.2000000000003,0.0,270.95,106.36,-3152.68,2436.11
942,2020-10-25,4545.57,553.17,551.4,28.11,2727.29,0.0,181.99,90.2,-3775.54,2865.38
943,2020-10-26,3320.04,535.18,328.1,27.35,2312.47,0.0,260.59,45.28,-3255.01,2625.1
944,2020-10-27,4814.37,726.12,529.2,21.94,2357.36,0.0,629.94,111.98,-3242.82,2448.27
945,2020-10-28,3384.23,493.48,176.8,39.73,2077.16,0.0,214.02,75.27,-2284.19,1678.03
946,2020-10-29,5528.43,707.54,675.8,37.28,3357.5899999999997,0.0,168.22,79.24,-4208.41,3280.28
947,2020-10-30,5875.82,715.48,424.5,17.39,3875.22,0.0,218.81,90.04,-4830.77,3748.26
948,2020-10-31,4618.12,516.01,577.0,21.0,2771.71,0.0,239.39,73.03,-3887.74,2973.18
949,2020-11-01,3575.6,425.6,315.5,16.66,2198.04,0.0,232.23,62.37,-2996.82,2256.32
950,2020-11-02,3743.93,580.42,175.0,33.39,2424.49,0.0,115.24,74.9,-2939.9,2238.57
951,2020-11-03,4426.9,867.39,561.2,19.21,2357.0299999999997,0.0,151.92,67.52,-4041.49,3073.63
952,2020-11-04,4387.51,497.3,379.3,20.41,2885.35,0.0,121.27,84.85,-3287.47,2559.87
953,2020-11-05,3822.98,509.24,157.2,16.19,2539.47,0.0,173.26,79.9,-3272.97,2569.39
954,2020-11-06,6196.37,705.94,558.8,34.3,3891.87,0.0,336.94,105.09,-5646.33,4653.3
955,2020-11-07,4340.47,583.07,624.2,23.5,2494.79,0.0,158.01,62.15,-3955.46,3103.52
956,2020-11-08,3652.34,434.8,428.6,25.46,2261.31,0.0,102.98,67.03,-3652.33,2900.73
957,2020-11-09,4397.57,487.45,575.9,25.22,2708.42,0.0,166.49,34.2,-4397.57,3372.93
958,2020-11-10,4785.32,884.94,226.3,24.99,2904.89,0.0,244.16,64.82,-3905.28,2992.11
959,2020-11-11,3716.24,459.82,261.8,40.11,2429.42,0.0,120.05,67.08,-3276.23,2555.98
960,2020-11-12,4460.63,781.26,219.8,22.82,2763.23,0.0,151.43,129.46,-3264.98,2702.39
961,2020-11-13,5725.22,742.44,426.0,23.61,3697.83,0.0,234.87,79.8,-4955.19,3769.93
962,2020-11-14,4921.61,630.85,504.4,21.9,3053.0299999999997,0.0,100.76,113.09,-4206.59,3226.8
963,2020-11-15,3580.05,462.93,440.8,29.02,2094.8799999999997,0.0,183.47,43.39,-3129.99,2344.7
964,2020-11-16,3637.74,622.55,168.6,28.35,2203.66,0.0,205.11,78.54,-3169.28,2562.76
965,2020-11-17,4207.37,592.69,252.2,34.22,2721.77,0.0,167.41,56.44,-3415.35,2654.4
966,2020-11-18,5026.62,689.42,320.7,34.76,3216.5099999999998,0.0,211.49,96.63,-4366.57,3520.09
967,2020-11-19,4186.05,860.36,249.6,28.35,2437.15,0.0,155.03,74.88,-3416.04,2776.38
968,2020-11-20,5640.67,951.72,754.9,30.8,3100.14,0.0,221.79,68.38,-4980.64,3976.2
969,2020-11-21,4533.7,494.62,684.4,37.48,2670.59,0.0,133.13,101.21,-4203.67,3452.63
970,2020-11-22,3140.07,427.98,325.0,40.89,1870.54,0.0,136.55,53.54,-2854.06,2172.61
971,2020-11-23,5457.84,769.0,411.8,36.47,3412.75,0.0,236.71,94.79,-4786.81,3744.53
972,2020-11-24,4832.94,661.32,468.1,33.19,2977.23,0.0,155.35,98.25,-3952.91,3207.76
973,2020-11-25,6422.65,760.02,476.8,44.0,4132.7699999999995,0.0,283.76,141.18,-5652.55,4505.72
974,2020-11-26,2697.88,512.73,59.9,23.35,1617.94,0.0,182.89,55.76,-2202.87,1737.74
975,2020-11-27,5678.58,639.73,252.8,30.86,3896.48,0.0,230.27,112.09,-5018.58,3843.49
976,2020-11-28,4197.99,838.01,260.9,27.36,2453.38,0.0,159.61,77.02,-3152.96,2536.2
977,2020-11-29,3898.95,465.34,701.1,23.09,2106.44,0.0,162.46,85.96,-3479.0,2667.69
978,2020-11-30,4380.31,453.92,392.3,33.3,2905.87,0.0,126.18,70.41,-3940.29,3259.95
979,2020-12-01,3636.35,615.25,84.5,25.46,2319.6899999999996,0.0,191.7,69.12,-3086.33,2149.46
980,2020-12-02,5281.67,631.56,326.7,48.28,3343.47,0.0,294.12,39.22,-4601.84,3697.67
981,2020-12-03,4731.7,573.44,403.1,21.91,3007.4900000000002,0.0,224.15,71.32,-4134.41,3179.38
982,2020-12-04,5571.42,947.8,343.2,40.13,3291.95,0.0,315.19,129.86,-4609.42,3499.68
983,2020-12-05,5458.67,617.48,578.7,48.1,3430.87,0.0,148.23,138.85,-5018.63,4421.23
984,2020-12-06,3921.85,587.12,504.6,36.42,2241.72,0.0,95.18,100.16,-3238.17,2576.79
985,2020-12-07,5211.1,692.02,678.2,22.77,2975.82,0.0,270.36,98.09,-4221.1,3375.1
986,2020-12-08,4203.8,609.56,325.9,33.13,2574.43,0.0,124.55,153.92,-3653.78,3046.53
987,2020-12-09,5438.35,622.75,346.3,11.85,3581.83,0.0,302.27,78.78,-4752.24,3774.5
988,2020-12-10,4004.99,669.06,394.9,16.91,2322.6,0.0,122.78,114.52,-3674.99,2724.08
989,2020-12-11,6074.67,677.07,638.2,37.78,3802.41,0.0,315.44,51.33,-4974.63,3816.8
990,2020-12-12,3772.1,524.03,273.1,36.5,2402.87,0.0,110.09,82.46,-2927.08,2142.09
991,2020-12-13,4409.95,504.69,564.8,23.0,2707.58,0.0,152.74,56.11,-4079.93,3153.23
992,2020-12-14,4259.42,731.44,404.9,28.5,2496.31,0.0,140.96,69.94,-3489.39,2781.12
993,2020-12-15,3787.54,651.52,341.4,12.52,2201.17,0.0,176.06,90.66,-3142.2,2481.76
994,2020-12-16,4593.12,678.7,490.3,27.12,2695.46,0.0,167.95,115.93,-4373.11,3489.2
995,2020-12-17,4207.6,718.67,613.0,34.69,2278.26,0.0,102.77,77.6,-3321.56,2433.13
996,2020-12-18,5754.01,519.24,541.0,29.74,3761.76,0.0,286.03,93.04,-5714.61,4120.54
997,2020-12-19,6224.95,729.49,1206.9,30.74,3301.36,0.0,283.79,106.64,-4959.89,4013.11
998,2020-12-20,4130.73,706.55,287.5,31.99,2486.0,0.0,122.12,120.96,-3470.71,2749.96
999,2020-12-21,3973.6,491.7,429.9,29.64,2502.1,0.0,100.76,58.19,-3533.57,2652.98
1000,2020-12-22,4499.06,682.88,483.1,34.37,2640.8199999999997,0.0,183.71,65.09,-4004.05,3069.99
1001,2020-12-23,6042.72,979.15,410.8,32.84,3792.1299999999997,0.0,252.6,25.76,-5052.7,3897.38
1002,2020-12-24,8800.22,967.43,833.3,71.28,5557.08,0.0,335.44,135.51,-8360.17,6736.87
1003,2020-12-25,1706.27,200.63,0.0,30.75,1273.01,0.0,20.87,25.85,-966.27,826.0
1004,2020-12-26,5005.3,603.09,260.5,54.94,3366.72,0.0,107.49,157.48,-4455.3,3656.02
1005,2020-12-27,3234.7,530.83,274.5,36.26,1858.5900000000001,0.0,221.15,19.21,-2872.62,2233.45
1006,2020-12-28,4871.29,592.74,312.0,35.47,3224.6,0.0,213.77,49.76,-3991.26,3385.59
1007,2020-12-29,3982.14,403.39,640.6,30.46,2368.26,0.0,125.69,51.68,-3498.44,2878.63
1008,2020-12-30,4590.6,683.97,250.9,56.78,2898.6499999999996,0.0,203.73,79.11,-4150.57,3209.1
1009,2020-12-31,7586.53,925.45,428.6,38.44,5161.5599999999995,0.0,235.06,107.37,-6156.52,4855.89
1010,2021-01-01,5723.55,758.02,250.5,30.06,3964.85,0.0,142.51,52.58,-5062.96,3892.8
1011,2021-01-02,4552.24,610.1,597.6,37.22,2682.0,0.0,146.45,61.25,-4221.9,3251.78
1012,2021-01-03,3825.12,433.71,345.1,30.17,2466.89,0.0,109.81,88.56,-3215.74,2644.18
1013,2021-01-04,6378.86,840.61,443.5,50.35,4083.0,0.0,269.09,107.13,-5387.95,4356.24
1014,2021-01-05,4538.34,646.89,371.3,34.87,2733.0,0.0,257.67,78.24,-3767.62,3054.53
1015,2021-01-06,4742.66,703.75,532.4,32.85,2890.73,0.0,127.58,60.23,-4079.75,3161.25
1016,2021-01-07,7177.85,775.38,1048.4,39.61,4378.43,0.0,207.84,69.7,-6737.43,5456.66
1017,2021-01-08,6521.51,637.83,689.88,57.91,4131.009999999999,0.0,224.33,182.28,-5750.8,4741.62
1018,2021-01-09,4149.86,583.31,352.6,51.61,2623.85,0.0,129.54,28.52,-3819.84,2888.32
1019,2021-01-10,3177.02,582.31,88.9,15.77,2015.69,0.0,102.97,79.91,-2846.73,2154.94
1020,2021-01-11,4736.55,535.59,436.4,40.28,3134.7400000000002,0.0,151.23,43.79,-4296.15,3144.61
1021,2021-01-12,3311.3,439.87,85.4,41.74,2091.23,0.0,252.61,96.64,-2980.97,2386.75
1023,2021-01-14,5835.07,762.75,733.7,28.66,3501.5699999999997,0.0,168.28,104.82,-4399.36,3126.99
1024,2021-01-15,4968.91,705.53,234.7,24.26,3142.18,0.0,267.67,138.75,-4968.91,3410.67
1025,2021-01-16,4292.24,571.11,674.4,35.01,2364.43,0.0,148.35,105.16,-3801.8,3045.55
1026,2021-01-17,3769.41,536.87,352.1,37.76,2271.75,0.0,160.36,64.82,-3108.81,2525.54
1027,2021-01-18,5239.07,615.66,423.4,27.17,3389.24,0.0,244.07,58.89,-4027.94,3170.52
1028,2021-01-19,5001.94,578.47,376.0,33.0,3197.64,0.0,247.37,110.65,-4341.38,3491.42
1029,2021-01-20,4400.68,541.66,343.3,23.53,2686.93,0.0,295.32,106.26,-3574.91,2664.03
1030,2021-01-21,5200.5,596.5,462.9,16.52,3390.7,0.0,186.54,70.25,-4649.98,3549.42
1031,2021-01-22,6860.27,730.63,499.0,45.19,4499.03,0.0,357.33,99.69,-5759.22,4510.36
1032,2021-01-23,4595.96,576.01,535.5,24.59,2752.35,0.0,160.85,125.03,-3990.39,3135.73
1033,2021-01-24,3272.08,449.97,383.0,23.64,1906.1200000000001,0.0,144.36,64.79,-2934.68,2330.03
1034,2021-01-25,4403.19,887.55,259.7,16.53,2510.6499999999996,0.0,281.71,43.6,-3743.15,3029.69
1035,2021-01-26,5354.44,740.74,344.2,29.8,3373.18,0.0,252.43,122.82,-4803.91,3914.37
1036,2021-01-27,3900.61,450.55,365.1,38.35,2411.49,0.0,199.62,77.59,-3239.97,2823.47
1037,2021-01-28,5929.55,1077.33,347.4,34.52,3678.55,0.0,144.87,102.88,-5929.55,4551.52
1038,2021-01-29,4857.84,822.52,145.8,16.76,3201.83,0.0,161.87,63.35,-4417.4,3623.23
1039,2021-01-30,5124.71,685.2,434.0,50.52,3137.32,0.0,240.36,112.18,-4682.1,3771.09
1040,2021-01-31,3041.28,467.74,192.3,56.28,1923.19,0.0,75.32,47.44,-2569.97,2067.16
1041,2021-02-01,6071.27,907.02,819.4,66.58,3362.98,0.0,261.78,96.51,-5300.55,4342.3
1042,2021-02-02,4164.34,616.46,269.6,33.22,2536.51,0.0,264.03,62.49,-3503.75,2513.14
1043,2021-02-03,4422.9,653.49,254.2,33.85,2758.52,0.0,207.78,109.28,-3872.35,2865.23
1044,2021-02-04,5335.03,770.68,673.1,28.21,2962.46,0.0,301.02,110.07,-4586.32,3432.66
1045,2021-02-05,6539.37,792.17,647.6,24.69,4120.389999999999,0.0,186.45,168.15,-5650.53,4432.05
1046,2021-02-06,5574.14,813.24,515.9,52.12,3428.0499999999997,0.0,234.96,37.6,-4543.11,3888.09
1047,2021-02-07,3307.92,590.23,378.6,48.6,1812.71,0.0,95.39,96.98,-2822.16,2185.02
1048,2021-02-08,4377.09,470.48,678.2,27.76,2568.61,0.0,149.41,81.07,-3573.77,2568.31
1049,2021-02-09,4729.97,788.6,687.8,34.25,2504.06,0.0,230.94,50.35,-4289.53,3385.78
1050,2021-02-10,4903.52,697.15,421.6,46.84,3015.28,0.0,174.63,44.17,-4233.87,3284.49
